Name,vsini,radius_val,radius_percentile_lower,radius_percentile_upper
HD 176250,6,1.5283551,1.4661576,1.5852013
HD 176278,8,1.9381711,1.8577558,2.0017831
HD 176328,55,1.8177116,1.7722493,1.8760424
HD 176341,25,1.4452678,1.3426496,1.4986327
HD 176441,4,1.2809818,1.2630221,1.3195033
HD 176464,7,1.4674962,1.4005383,1.5646213
HD 176666,3,1.0386668,1.0115926,1.0664359
HD 176894,100,1.5900985,1.4978517,1.6561514
HD 176903,50,3.101766,3.0680869,3.1416535
HD 176968,40,1.879371,1.7728559,1.9835099
HD 176969,7,1.1779314,1.168131,1.1944125
HD 177104,14,1.8070554,1.7137761,1.8304065
HD 177326,15,2.8648431,2.793005,2.9806333
HD 177657,19,1.6697117,1.5876095,1.7319688
HD 178341,90,2.0164824,1.976178,2.0611653
HD 178606,26,1.9194356,1.8618515,2.0434074
HD 178739,80,2.4927397,2.33099,2.5948584
HD 178772,35,3.1277874,3.0523076,3.1802752
HD 178821,9,2.856691,2.8354397,2.9075975
HD 178850,6,2.0424702,1.9757997,2.0956454
HD 179409,12,1.8865775,1.797317,1.9577552
HD 179423,50,2.3199413,2.2745297,2.471791
HD 179699,3,1.7935021,1.7640256,1.8501931
HD 179866,7,1.618924,1.5855734,1.6616744
HD 179985,9,2.837764,2.776239,2.8695285
HD 180083,4,1.3628651,1.3357612,1.3831351
HD 180285,13,2.0080519,1.9548022,2.0923934
HD 180539,55,2.2389705,2.1100376,2.3097532
HD 180546,35,1.4430892,1.3727722,1.4883834
HD 180615,3,2.2968175,2.1154017,2.3940268
HD 180712,3,1.0178779,1.010824,1.0249186
HD 180841,5,1.1697398,1.1155103,1.2247078
HD 180867,6,2.0331628,1.9788268,2.076759
HD 180904,8,1.2324386,1.1825068,1.2794484
HD 180917,28,1.5150995,1.465929,1.5758964
HD 180945,16,1.8000113,1.7705622,1.8456784
HD 180964,8,2.0324967,1.9697874,2.0750165
HD 180965,21,2.445028,2.3449435,2.5178256
HD 181214,20,3.099552,2.9434,3.2380455
HD 181327,18,1.368067,1.3493446,1.4398521
HD 181358,15,2.4829645,2.3362305,2.6603746
HD 181382,6,2.2590718,2.2119248,2.356912
HD 181420,19,1.694196,1.663456,1.7224821
HD 181459,7,2.0207334,1.9238793,2.098289
HD 181893,25,2.1403127,2.0222573,2.231561
HD 181958,12,2.1028569,2.0698452,2.1307325
HD 182008,27,1.5660727,1.5071958,1.6638469
HD 182101,13,1.4658638,1.413513,1.5062371
HD 182380,25,2.3971548,2.2894413,2.5760415
HD 182498,4,1.1006783,1.0692376,1.2999326
HD 182708,8,2.153783,2.1216948,2.1873267
HD 182901,21,1.8088613,1.7398632,1.8673407
HD 182925,11,1.8961543,1.7647389,2.0338576
HD 183011,30,1.4050974,1.3328776,1.4432325
HD 183123,10,2.8733616,2.332237,3.0386689
HD 183127,13,1.4475996,1.4022704,1.5074478
HD 183504,22,3.552885,3.4317265,3.6701977
HD 183577,6,1.7296271,1.6998137,1.7307675
HD 183581,50,2.8755603,2.7677476,2.9909408
HD 183627,50,2.7849503,2.3811631,2.9244156
HD 183631,8,1.6745864,1.5897839,1.7260958
HD 183775,23,1.9847772,1.9244401,2.059582
HD 183924,110,2.29421,2.1347253,2.4430172
HD 183936,11,2.2115824,2.1270356,2.2934995
HD 183951,7,1.8679265,1.7985331,1.9193703
HD 183970,18,1.094427,1.0683753,1.120668
HD 184025,60,1.9176941,1.8249903,1.9697438
HD 184151,14,2.6075575,2.5013552,2.6823475
HD 184198,7,2.0082862,1.9554495,2.1105802
HD 184509,4,1.1474549,1.1225951,1.164788
HD 184778,5,1.8487346,1.8024814,1.9114175
HD 185142,17,2.4623208,2.2767842,2.63327
HD 185206,45,2.6155019,2.5480762,2.700619
HD 185239,5,1.3928549,1.3422831,1.481682
HD 185348,6,1.3346221,1.3065256,1.3530374
HD 185426,19,2.0369048,1.9644105,2.1373088
HD 185579,15,1.561826,1.4460349,1.6627634
HD 185720,12,1.5077341,1.4936281,1.5276573
HD 185760,13,2.1043413,1.9837886,2.2489312
HD 185890,6,1.9606647,1.8657159,2.006884
HD 185907,45,2.168541,2.0772018,2.3806326
HD 185934,14,2.5187569,2.4794793,2.5846205
HD 185957,7,2.565439,2.483277,2.6290011
HD 185978,20,3.0295725,2.9679768,3.0588102
HD 186025,19,2.2598257,1.9353342,2.4202435
HD 186140,7,1.9863884,1.9081553,2.0433836
HD 186152,10,1.1934524,1.1129218,1.3071977
HD 186257,8,1.3329015,1.2422858,1.3698448
HD 186379,5,1.6053901,1.5257143,1.691943
HD 186657,14,1.3717536,1.3162901,1.4151478
HD 186725,21,2.481693,2.3546016,2.554367
HD 186784,4,2.1153464,2.0018282,2.2414372
HD 187101,5,1.3961132,1.3684798,1.4068221
HD 187182,13,1.8674365,1.8065395,1.9422587
HD 187317,55,4.1661797,4.060056,4.23832
HD 187637,6,1.2753911,1.2515883,1.3167133
HD 187668,40,3.2320254,3.033837,3.5035014
HD 187728,45,2.649334,2.507834,2.7111504
HD 188166,9,2.0240417,1.969295,2.092437
HD 188205,8,1.3436692,1.2662386,1.4127527
HD 188377,10,1.7124566,1.6579727,1.8138168
HD 188449,10,1.3483858,1.3097501,1.4243218
HD 188815,6,1.2938895,1.2661065,1.3189567
HD 188903,14,3.0503404,2.9604943,3.109044
HD 188986,22,1.3080319,1.2462716,1.3943228
HD 189006,7,1.9162717,1.8558805,1.9751502
HD 189207,30,1.9369841,1.8658763,2.015054
HD 189259,12,1.5970206,1.4985756,1.6412929
HD 189317,8,1.6246274,1.5304414,1.7523808
HD 189387,8,1.5013845,1.4297199,1.5501108
HD 189478,30,1.75299,1.5825986,1.8640281
HD 189509,29,1.2464839,1.1910251,1.2806476
HD 189627,9,1.4273568,1.3841879,1.4607391
HD 189712,8,2.117352,1.8274518,2.2254708
HD 189769,5,1.8205858,1.7570434,1.8589016
HD 189899,8,1.7744322,1.7312896,1.7950221
HD 189948,10,1.5550543,1.419638,1.6098145
HD 190009,9,2.4009182,2.3728886,2.4360993
HD 190045,9,2.003286,1.9213614,2.1494503
HD 190118,7,1.648011,1.598641,1.7375041
HD 190177,23,1.9107223,1.8042638,1.938788
HD 190269,8,2.0075617,1.9460534,2.0824895
HD 190307,40,2.9175801,2.8513715,3.0342755
HD 190498,25,2.2221174,2.19553,2.2783961
HD 190681,6,1.9590316,1.9335265,2.0117764
HD 190695,7,1.3813865,1.3261915,1.446184
HD 190736,9,2.5228763,2.439368,2.57286
HD 190808,9,1.7124205,1.6441826,1.7911222
HD 190983,14,1.2119756,1.1640388,1.2559603
HD 190984,5,2.3087244,2.2859457,2.3699193
HD 191033,6,1.1859044,1.1502823,1.2052186
HD 191237,11,1.2554556,1.185494,1.3403707
HD 191260,30,3.0475128,2.8620617,3.1899836
HD 191373,29,3.0874918,2.9596364,3.224468
HD 191598,28,1.5318269,1.4244498,1.6044178
HD 191631,11,1.5114554,1.4595827,1.5908059
HD 191878,9,1.5544174,1.4476608,1.6646315
HD 192161,40,1.5419098,1.4947616,1.5761967
HD 192438,60,3.305776,3.1871467,3.845721
HD 192490,20,1.777772,1.73753,1.8525802
HD 192530,18,2.0908885,2.0554824,2.138092
HD 192635,29,1.9484727,1.8354303,2.0746462
HD 192763,40,2.775652,2.7421358,2.818866
HD 192804,6,1.9047813,1.79243,1.9861059
HD 192826,10,2.4975324,2.443577,2.539286
HD 192865,7,1.7939119,1.7519959,1.8316572
HD 192887,6,1.7475902,1.6774302,1.7943676
HD 193209,110,1.7309377,1.6151755,1.8531744
HD 193307,5,1.4545674,1.4097024,1.4832306
HD 193388,15,1.9943103,1.8940765,2.0521965
HD 193402,14,2.017245,1.9514775,2.115924
HD 193555,23,2.8445272,2.7161946,2.9133759
HD 193665,16,2.5977771,2.5202866,2.6973107
HD 193672,13,2.252006,2.1638079,2.3410947
HD 193747,80,2.762189,2.6797502,2.8409138
HD 193809,14,1.781852,1.7006313,1.8478854
HD 193901,4,0.8036848,0.7773019,0.8839734
HD 194080,8,2.0437994,1.9937901,2.0886328
HD 194189,19,1.9100065,1.8324062,1.9797168
HD 194385,7,2.1209667,2.0742328,2.1228313
HD 194461,50,3.3091955,3.2410243,3.3965802
HD 194497,8,2.2619374,2.203572,2.3809092
HD 194711,90,2.3853085,2.2898636,2.450448
HD 194881,7,2.0465798,1.9392425,2.1101217
HD 195005,5,1.1457869,1.1197981,1.1643573
HD 195104,3,1.1589473,1.1296912,1.1987976
HD 195231,90,1.846593,1.5355208,2.0340607
HD 195243,9,2.1120842,1.9948303,2.2916791
HD 195364,4,1.1418531,1.0803554,1.1987115
HD 195528,13,1.312939,1.2936599,1.3339255
HD 195544,35,2.6541715,2.5161426,2.8137686
HD 195655,8,2.3668706,1.9679693,2.4935625
HD 195663,7,1.360671,1.3373613,1.3836532
HD 195688,10,1.5766946,1.2810549,1.6778166
HD 195690,11,1.6251707,1.5938174,1.6553447
HD 195776,70,1.8511703,1.717558,2.0223856
HD 195888,24,3.40479,2.8573115,3.620596
HD 195952,12,3.970518,3.834649,4.221283
HD 196081,26,1.396502,1.3722246,1.4409432
HD 196107,16,1.7001508,1.6234195,1.7278267
HD 196189,7,1.1098777,1.074906,1.1234615
HD 196195,90,2.6207397,2.4903035,2.6796014
HD 196199,11,1.8403368,1.7648358,1.9032651
HD 196277,23,3.2718568,3.1861978,3.4179964
HD 196384,6,1.293053,1.2661384,1.3612478
HD 196475,55,1.0902725,1.0582995,1.2121273
HD 196482,7,1.5621256,1.5372392,1.618972
HD 196617,19,1.522962,1.4589117,1.5563635
HD 196619,21,2.4544344,2.3210285,2.551594
HD 196672,12,1.4633659,1.3954809,1.5351721
HD 196674,20,6.0646286,5.8359017,6.1960707
HD 196752,30,2.739334,2.6178284,2.8238342
HD 196784,9,5.0116434,4.781868,5.262616
HD 196789,8,1.8602343,1.8334295,1.8833771
HD 196892,4,1.2097989,1.1477545,1.2445701
HD 196999,19,2.0878096,1.967222,2.2125914
HD 197208,13,3.9397767,3.8580663,4.012005
HD 197320,25,3.215738,3.0860438,3.3633084
HD 197343,14,1.2686894,1.2405301,1.289991
HD 197370,10,1.9546627,1.9247848,2.0615554
HD 197407,13,1.506087,1.4300077,1.5889437
HD 197466,55,3.1644466,3.1040552,3.2685983
HD 197658,11,2.6293142,2.5694833,2.7145376
HD 197665,70,3.6338441,3.4097784,3.7087443
HD 197873,14,1.4635004,1.3987906,1.5545337
HD 197980,4,2.0130322,1.8555716,2.127127
HD 197985,35,1.7504855,1.6654351,1.8478419
HD 197995,5,2.3596065,2.2957156,2.4853442
HD 198029,13,1.5000472,1.4180677,1.569168
HD 198061,30,2.2200649,2.1579964,2.2923033
HD 198104,16,1.8401351,1.716519,1.9505657
HD 198109,5,1.2917742,1.2500899,1.3614556
HD 198135,13,1.6480693,1.607016,1.7014663
HD 198280,23,1.431807,1.3588464,1.4452778
HD 198334,6,1.8224925,1.7674489,1.9028114
HD 198354,8,1.7616817,1.7117462,1.8012239
HD 198389,18,1.4779242,1.3926977,1.5275389
HD 198486,4,2.5624847,2.5130098,2.6081276
HD 198662,14,1.2608659,1.2200134,1.3094829
HD 198683,6,1.5691746,1.5408094,1.6483479
HD 198707,9,1.9165992,1.782543,1.983091
HD 198737,45,2.042651,1.9705402,2.087627
HD 198861,26,3.061791,3.02092,3.1051896
HD 199104,22,2.9216805,2.5771263,3.199806
HD 199227,45,2.6749341,2.6141229,2.7645538
HD 199277,70,2.4676433,2.4194696,2.5683115
HD 199289,4,0.9744977,0.94860846,0.98626155
HD 199373,11,1.6027997,1.5076805,1.6598384
HD 199681,55,3.9564118,3.779978,4.3811784
HD 199684,22,1.6852736,1.6562723,1.7552719
HD 199695,16,1.9976364,1.8552705,2.1337645
HD 199775,30,1.2701466,1.2337068,1.3170723
HD 199818,6,1.7677153,1.66465,1.8514818
HD 199868,4,1.244545,1.2251852,1.2721609
HD 199872,110,1.5460134,1.2711011,1.6786284
HD 199881,19,1.6896303,1.6224431,1.7458916
HD 199912,28,1.8893757,1.8029135,1.9519277
HD 200088,7,1.2464973,1.1873739,1.2844074
HD 200204,5,1.303958,1.2680963,1.3232983
HD 200344,6,2.1065679,2.0781589,2.1503587
HD 200373,60,2.1676025,2.0908525,2.3749182
HD 200409,4,1.7937214,1.6207148,1.9438835
HD 200411,40,1.7521644,1.6798719,1.8142992
HD 200540,25,2.2274024,2.0622218,2.2500198
HD 200545,10,2.120351,2.0874753,2.192585
HD 200877,5,1.6653019,1.6113703,1.7122643
HD 200885,80,2.744687,2.5682335,2.9548538
HD 200907,15,1.7835591,1.7403069,1.8196708
HD 200916,5,2.5746908,2.4768171,2.7009218
HD 200973,9,1.8312024,1.7481512,1.918589
HD 201097,14,2.2023582,2.1585314,2.2430289
HD 201169,4,2.1719403,2.111638,2.2288423
HD 201203,21,1.710581,1.6524172,1.7683791
HD 201257,9,1.9521476,1.8922974,2.0137799
HD 201293,8,2.3349006,2.1997647,2.4308197
HD 201456,8,1.5192584,1.4794811,1.5552988
HD 201470,18,1.5983875,1.5205871,1.640937
HD 201477,4,2.015415,1.9213992,2.1881766
HD 201490,3,1.4501287,1.4284923,1.5038548
HD 201545,5,1.3560243,1.3256602,1.3942915
HD 201649,35,1.2847526,1.2457185,1.3545829
HD 201721,5,2.4042988,2.3499012,2.455794
HD 201750,20,2.0775115,1.9097844,2.1286342
HD 201817,90,2.2581973,2.1839657,2.4177878
HD 201835,10,1.6487834,1.5471253,1.7028149
HD 201903,17,2.2150826,2.130372,2.317403
HD 201945,6,1.7087001,1.6634097,1.8219683
HD 201980,24,2.348067,2.2267485,2.4255636
HD 202070,9,1.5515034,1.2580082,1.6267397
HD 202281,40,2.8122766,2.6986926,2.8796268
HD 202370,22,2.3612714,2.2502673,2.594244
HD 202398,15,1.2619492,1.2172422,1.3136029
HD 202429,45,2.522634,2.4511125,2.6412113
HD 202482,6,1.9346497,1.8948674,1.953583
HD 202578,9,2.039625,1.9574336,2.1295846
HD 202595,9,2.1896732,2.1053007,2.2693682
HD 202669,12,1.6967155,1.6118753,1.7888993
HD 202735,7,1.5826187,1.5582666,1.6061362
HD 202798,10,1.9748553,1.9110602,2.0058045
HD 202880,55,1.9853443,1.9234396,2.089069
HD 202945,13,1.2849274,1.2610669,1.3238939
HD 203236,14,2.273648,2.1823401,2.337576
HD 203238,5,1.5497991,1.5237944,1.5872804
HD 203335,4,1.318574,1.2725627,1.343907
HD 203555,17,1.7309047,1.6941155,1.775019
HD 203611,17,1.4833859,1.4021548,1.5666504
HD 203698,5,1.9879564,1.9672979,2.0841732
HD 203793,45,2.0405605,2.0055249,2.0964258
HD 204093,3,1.2108464,1.146479,1.2641029
HD 204121,19,2.0208046,1.9875561,2.1366518
HD 204234,80,2.2839506,2.2420995,2.4282103
HD 204306,6,1.4194859,1.3371333,1.4786047
HD 204378,21,3.147533,3.0737045,3.2336838
HD 204424,12,1.6221184,1.5376929,1.7088604
HD 204454,16,1.6817231,1.5778496,1.72034
HD 204577,10,3.5081441,3.4346542,3.6775289
HD 204712,5,1.7301403,1.6585108,1.7742777
HD 204802,19,2.4225967,2.3203,2.507036
HD 204813,50,2.202328,2.164728,2.2488687
HD 204831,80,2.4353044,2.388915,2.5636604
HD 204857,6,2.0159497,1.8179862,2.0881758
HD 204889,10,2.2213838,2.182398,2.254803
HD 205136,6,2.619393,2.5331953,2.7090445
HD 205202,16,2.5777981,2.328982,2.7336416
HD 205294,6,1.8343503,1.8091121,1.8852103
HD 205420,9,2.5215087,2.493241,2.5867214
HD 205437,55,2.6884966,2.6158297,2.7960734
HD 205527,50,1.9154657,1.76452,2.0511992
HD 205591,8,1.3530833,1.3341888,1.3803864
HD 205677,7,1.6415125,1.5997014,1.6679953
HD 205700,7,1.7790157,1.6593375,1.9227902
HD 205702,6,1.4050746,1.3799458,1.4414245
HD 205739,5,1.4442394,1.3968395,1.484038
HD 205818,35,2.5053515,2.434729,2.5897086
HD 205860,12,1.3363057,1.3054932,1.404792
HD 205977,40,2.1625025,2.0213737,2.2117946
HD 206137,8,2.2909005,2.1861637,2.4165387
HD 206303,17,2.71663,2.6030524,2.862731
HD 206395,8,1.4462116,1.4343332,1.4630437
HD 206404,17,2.5432389,2.4210865,2.7103698
HD 206427,6,2.8984497,2.8166234,2.9929237
HD 206554,10,1.7118354,1.6839156,1.8250719
HD 206667,5,1.1328204,1.1211835,1.146638
HD 206682,16,2.3364964,2.2414353,2.4996333
HD 206707,16,2.625507,2.5228758,2.711874
HD 206797,25,3.2155688,3.166631,3.296761
HD 206893,29,1.3300208,1.2192982,1.3796691
HD 206913,7,1.1839218,1.112758,1.2497455
HD 206916,26,1.4716613,1.2869945,1.5690409
HD 207002,45,2.5018446,2.395899,2.6339753
HD 207150,5,1.6247951,1.6059666,1.6440872
HD 207217,12,1.3427536,1.2554349,1.4066819
HD 207611,8,1.8857158,1.845601,1.9416976
HD 207790,21,4.9259973,4.82846,5.051803
HD 207858,11,1.5106586,1.4375719,1.5516714
HD 207889,9,1.3112732,1.1900737,1.3747953
HD 207893,5,1.1641948,1.1487173,1.2194825
HD 207926,8,2.4367297,2.3843904,2.4924815
HD 208101,9,1.9668223,1.8876902,2.087792
HD 208258,15,1.4782345,1.4263141,1.5461032
HD 208477,2,1.8629909,1.8385571,1.933676
HD 208483,17,3.2258832,3.126699,3.3545115
HD 208703,15,1.9546613,1.8659942,2.0463634
HD 208783,5,1.1319536,1.043159,1.1920205
HD 208808,7,1.5780631,1.434711,1.6630636
HD 208869,40,3.2838016,3.191077,3.3785102
HD 208922,35,2.0602226,1.9722267,2.164482
HD 209029,7,1.4786607,1.4499569,1.5267878
HD 209080,14,1.6752089,1.6396035,1.762557
HD 209203,5,1.1572397,1.1362484,1.1821575
HD 209224,7,1.5043768,1.4628178,1.551038
HD 209320,6,1.3143914,1.1485049,1.4266102
HD 209348,2,1.7297914,1.6816757,1.8082407
HD 209407,8,2.1051846,1.9696641,2.2643228
HD 209631,19,2.092522,2.0592115,2.1743596
HD 209635,5,1.1225543,1.0970813,1.1434644
HD 209712,35,1.8451159,1.7797468,1.9201422
HD 209875,4,1.5923591,1.5511227,1.6270168
HD 209919,10,2.0098505,1.8649573,2.0994349
HD 210016,19,1.7124773,1.6689656,1.7699231
HD 210172,18,1.4810761,1.3989037,1.5732263
HD 210239,24,3.0853336,3.022816,3.1654458
HD 210266,8,1.3649981,1.3186535,1.4044052
HD 210303,50,2.7449973,2.6558962,2.9126332
HD 210341,50,2.0810637,1.9824742,2.13532
HD 210385,6,2.110047,2.05263,2.1563418
HD 210391,17,1.7944425,1.7645086,1.8296788
HD 210457,8,1.7024244,1.6816196,1.7637721
HD 210477,14,2.0267844,1.964226,2.1431887
HD 210552,8,1.6265606,1.5646551,1.7037398
HD 210636,17,2.2838516,2.1344984,2.380978
HD 210640,4,1.731472,1.6873316,1.8419415
HD 210783,9,2.9617333,2.8575058,3.069713
HD 210944,7,1.7930392,1.7645357,1.8364453
HD 210947,3,1.3196822,1.2938185,1.3415176
HD 210972,23,2.0844176,2.0309803,2.1329868
HD 211152,10,1.4203355,1.3831813,1.4639517
HD 211341,23,2.3159494,2.2569253,2.3824222
HD 211362,27,3.2526536,3.1901884,3.3099477
HD 211569,26,3.9468005,3.8237925,4.0866375
HD 211625,4,2.705554,2.5949998,2.8018255
HD 211766,11,1.2262554,1.2053249,1.2708501
HD 211799,9,1.9773194,1.9446323,2.008871
HD 211849,8,1.443928,1.3629259,1.4919758
HD 211878,12,2.050264,1.9391646,2.137537
HD 211889,7,2.3683157,2.3183632,2.4152412
HD 211968,80,3.002327,2.8747258,3.076773
HD 211976,6,1.3094342,1.2978824,1.3312027
HD 212106,6,1.2319837,1.2134141,1.2676778
HD 212107,9,1.1616058,1.1306921,1.2421571
HD 212179,7,0.56739646,0.52873665,0.6589269
HD 212265,5,1.5106041,1.4705008,1.5339029
HD 212270,16,1.8485507,1.7644447,1.8873515
HD 212408,6,1.6895273,1.635911,1.782354
HD 212598,7,1.6663402,1.6025885,1.7917625
HD 212695,19,1.396138,1.3694085,1.4380505
HD 212736,16,1.7640504,1.7320484,1.834116
HD 212810,30,1.5015072,1.3983394,1.5517546
HD 212858,3,1.0288414,1.0092938,1.0452827
HD 213169,10,1.8236791,1.7645844,1.8819369
HD 213241,21,1.6993761,1.6436893,1.7789949
HD 213273,5,2.0872905,2.0600545,2.1131272
HD 213355,12,1.3451484,1.1145579,1.4173806
HD 213565,8,1.7073606,1.670723,1.7443458
HD 213722,13,2.472872,2.4021597,2.5626686
HD 213791,40,1.51756,1.4891279,1.6157316
HD 213890,13,2.0804749,1.9791617,2.1030478
HD 213949,27,2.6846364,2.6515222,2.713285
HD 214089,5,1.3819157,1.3115497,1.4694741
HD 214435,5,1.081567,1.0046071,1.0939945
HD 214485,15,1.53192,1.3361437,1.6753986
HD 214557,4,1.669518,1.6403131,1.6884674
HD 214568,3,1.5868924,1.5678091,1.6348735
HD 214576,7,1.5529318,1.5252695,1.5953543
HD 214729,5,1.4972246,1.409556,1.5734959
HD 214751,2,1.6806128,1.588368,1.7839118
HD 214764,19,2.6605303,2.5589664,2.7670436
HD 214780,30,2.5664952,2.512286,2.6729724
HD 214852,6,2.456448,2.389876,2.5080707
HD 215015,16,1.5526016,1.4951892,1.6103183
HD 215037,12,2.0701587,2.0082455,2.1585696
HD 215082,6,1.8359543,1.7755255,1.895892
HD 215151,6,1.4594094,1.4057622,1.5018476
HD 215247,8,1.1684989,1.1550357,1.2233535
HD 215257,5,1.1585242,1.0914459,1.2334323
HD 215283,3,1.198962,1.1648954,1.2654961
HD 215399,15,1.7961928,1.69715,1.8306607
HD 215442,5,2.1884854,2.1508129,2.4007802
HD 215468,29,2.1010044,1.9380789,2.1836593
HD 215588,15,1.2768992,1.2106442,1.3138226
HD 215619,35,1.4175164,1.3624808,1.4705536
HD 215709,9,1.5477576,1.51396,1.6206782
HD 215760,18,1.3292122,1.277995,1.3814787
HD 215772,10,1.3826374,1.1612045,1.5012321
HD 215778,12,1.3260242,1.2776675,1.3679773
HD 215906,6,1.2742887,1.2469374,1.3033954
HD 215925,16,1.604103,1.5089004,1.6715069
HD 215944,6,1.2659178,1.2309706,1.3007542
HD 216035,22,2.6474187,2.5696707,2.7412872
HD 216036,16,2.047038,1.9595476,2.1124356
HD 216130,20,2.0178785,1.9195057,2.1252635
HD 216240,11,1.6571796,1.5969123,1.7565042
HD 216281,6,2.2010243,2.0136125,2.3354995
HD 216293,17,1.749776,1.6494206,1.8299727
HD 216357,7,2.7977548,2.6187987,2.9061346
HD 216384,22,1.6522692,1.6167159,1.6941721
HD 216402,9,1.3290614,1.3148835,1.3505813
HD 216419,110,2.1696346,2.0351756,2.3674212
HD 216470,14,2.501981,2.4186234,2.6709495
HD 216568,12,1.2510536,1.2062871,1.2862842
HD 216625,6,1.3073372,1.2802857,1.318249
HD 216631,6,1.0833745,1.0672035,1.0978652
HD 216664,13,1.397762,1.3660215,1.4252629
HD 216679,35,2.9777029,2.7753437,3.0890682
HD 216872,8,1.9187881,1.8759115,1.9696146
HD 216924,19,1.2815212,1.24555,1.3424107
HD 217123,9,1.4291881,1.3930521,1.4948163
HD 217155,20,2.7171721,2.6411865,2.9763331
HD 217217,23,1.262548,1.2108573,1.2996116
HD 217247,35,4.17529,4.0475183,4.286843
HD 217376,23,2.7707462,2.6912832,2.9001973
HD 217385,70,2.4793348,2.2627003,2.6534336
HD 217511,11,2.5111074,2.369859,2.5533335
HD 217516,12,2.654821,2.5869842,2.6778097
HD 217523,5,1.2728411,1.2440034,1.2940577
HD 217538,6,2.7329693,2.6592357,2.8242927
HD 217595,20,3.095296,3.0103974,3.2002242
HD 217650,16,1.8768766,1.6448096,1.9993218
HD 217726,8,1.2276706,1.1975511,1.2904654
HD 217754,10,3.363507,3.2401907,3.480553
HD 217766,7,1.5608653,1.5287019,1.5889872
HD 217767,4,1.4116943,1.3804747,1.4721951
HD 217786,3,1.3407379,1.3154694,1.3839755
HD 217844,7,2.1119852,2.0056186,2.1831377
HD 217889,26,2.5338676,2.4760349,2.647433
HD 217927,22,1.9726956,1.8916105,2.0241344
HD 218043,22,2.1507175,1.9693162,2.2245846
HD 218059,6,1.2890546,1.2552056,1.2981502
HD 218172,5,2.3573484,2.2782793,2.4033222
HD 218261,9,1.2065086,1.1852015,1.2328175
HD 218488,40,3.201319,3.1603594,3.2751656
HD 218545,6,1.3875781,1.3058597,1.4056034
HD 218585,20,1.9913088,1.8518981,2.114481
HD 218637,2,1.4088359,1.3866991,1.4236931
HD 218805,8,1.4877826,1.4399086,1.5516828
HD 218815,9,2.1479323,1.8912562,2.3269212
HD 219172,7,1.2388375,1.2199203,1.251842
HD 219221,11,1.7676564,1.6146861,1.8619815
HD 219306,4,1.6565218,1.6221865,1.6708001
HD 219342,6,2.191237,2.1739776,2.2072394
HD 219368,9,1.8444902,1.7718124,1.9427236
HD 219457,3,1.622188,1.5858554,1.6451362
HD 219476,6,2.3035953,2.2415032,2.3438373
HD 219487,28,1.4528663,1.3242973,1.4800485
HD 219585,9,2.0321813,1.963504,2.1319723
HD 219629,21,1.3319825,1.3073927,1.3723614
HD 219853,45,1.41181,1.3641202,1.4699852
HD 219874,7,1.860014,1.808226,1.91986
HD 219899,4,1.7845253,1.727164,1.8273995
HD 219936,11,1.7421918,1.6727076,1.8095129
HD 219983,6,1.7263387,1.6887596,1.7500587
HD 220099,6,1.0854344,1.0636686,1.1184852
HD 220121,22,1.9704608,1.8605996,2.017486
HD 220242,10,2.2754657,2.135463,2.3356395
HD 220254,30,2.3468,2.2652738,2.4574213
HD 220255,4,1.282992,1.2335199,1.3252668
HD 220373,1,1.2894386,1.2293581,1.3371153
HD 220376,19,2.4086077,2.368752,2.5249538
HD 220426,3,1.3843055,1.3555896,1.431581
HD 220498,6,1.0994724,1.0721947,1.1504115
HD 220526,14,1.9953418,1.8942978,2.0743575
HD 220818,7,1.9217023,1.797518,2.0053642
HD 220842,2,1.4164698,1.3894435,1.4532464
HD 220894,5,1.2342962,1.2043205,1.2633429
HD 220996,5,1.1861794,1.1574311,1.2179822
HD 221070,15,1.1048672,1.0851147,1.1452533
HD 221075,4,1.6644628,1.6238443,1.7081289
HD 221156,18,1.6899588,1.6386309,1.7599882
HD 221247,35,3.4231296,3.2438278,3.510922
HD 221254,8,1.8118545,1.7394668,1.8632401
HD 221269,8,2.6654053,2.6115644,2.8507953
HD 221282,8,1.5080045,1.4964563,1.5431619
HD 221287,9,1.2118046,1.154301,1.2442287
HD 221312,6,1.1920655,1.1747489,1.2149551
HD 221318,12,1.3999652,1.3230346,1.4411619
HD 221322,9,2.4388702,2.3279023,2.525744
HD 221356,5,1.0830532,1.0600293,1.1078076
HD 221477,4,1.4182726,1.3375632,1.4979465
HD 221488,7,1.9670559,1.9391896,2.0016782
HD 221498,29,1.3683928,1.2197738,1.5054742
HD 221546,23,2.9387293,2.9032726,3.0623639
HD 221561,8,1.5130173,1.4961797,1.5415496
HD 221584,5,1.407981,1.3826208,1.4603149
HD 221600,45,2.6791766,2.5802262,2.7621975
HD 221644,4,1.7610365,1.7169993,1.807096
HD 221669,9,1.6417307,1.5771415,1.6862328
HD 221801,19,1.3729174,1.3418647,1.3929603
HD 221881,35,3.022214,2.9876273,3.0832095
HD 221970,35,3.068897,2.9690566,3.1172225
HD 221972,50,2.1935236,2.1452458,2.3054998
HD 221980,7,2.192266,2.0576468,2.3068771
HD 222081,14,1.704401,1.6381438,1.7654504
HD 222100,16,1.6533097,1.5766771,1.7489978
HD 222192,80,2.1560626,2.0473723,2.23683
HD 222249,60,2.7456465,2.6471047,2.806611
HD 222412,17,1.44321,1.4105662,1.4953591
HD 222448,50,2.4258845,2.3432748,2.5489237
