 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
4131;HD 180904  ;HD 180904                          ;PM*;19 19 25.5675652680 -29 01 15.705243228;     ~   ;8.56     ;8.14     ;     ~   ;     ~  ;F3V              ;  26;   0
4132;HD 180917  ;HD 180917                          ;PM*;19 17 16.3229332536 +28 46 56.851718844;     ~   ;8.03     ;7.59     ;     ~   ;     ~  ;F5               ;  21;   0
4133;HD 180945  ;HD 180945                          ;PM*;19 18 23.3093473344 +05 07 51.751242984;     ~   ;7.62     ;7.15     ;     ~   ;     ~  ;F5V              ;  35;   0
4134;HD 180964  ;HD 180964                          ;PM*;19 24 18.2392173792 -70 06 27.497321892;     ~   ;8.33     ;7.79     ;     ~   ;     ~  ;F7V              ;  26;   0
4135;HD 180965  ;HD 180965                          ;PM*;19 32 43.1309636424 -81 31 49.883114712;     ~   ;8.25     ;7.83     ;     ~   ;     ~  ;F5V              ;  24;   0
4136;HD 181010  ;HD 181010                          ;PM*;19 19 56.1581072448 -30 28 08.822103240;     ~   ;9.63     ;8.79     ;     ~   ;     ~  ;G8/K0V           ;  28;   0
4137;HD 181177  ;HD 181177                          ;PM*;19 23 36.4944039648 -63 11 30.918263640;     ~   ;8.69     ;8.03     ;7.62     ;8.719   ;G2/3V            ;  42;   0
4138;HD 181214  ;HD 181214                          ;*  ;19 19 19.5549882792 +07 08 37.224303072;     ~   ;8.25     ;7.74     ;     ~   ;     ~  ;F8III            ;  30;   0
4139;HD 181327  ;HD 181327                          ;PM*;19 22 58.9437222504 -54 32 16.975668624;     ~   ;7.50     ;7.04     ;     ~   ;6.49    ;F6V              ; 287;   0
4140;HD 181358  ;HD 181358                          ;*  ;19 17 17.5947707280 +54 17 47.241607272;     ~   ;8.71     ;8.22     ;     ~   ;     ~  ;F6IV             ;  23;   0
4141;HD 181382  ;HD 181382                          ;PM*;19 19 51.9943618632 +12 01 45.305817240;     ~   ;8.13     ;7.62     ;     ~   ;     ~  ;F5IV-V           ;  22;   0
4142;HD 181420  ;HD 181420                          ;PM*;19 20 27.0720449304 -01 18 35.132869692;     ~   ;6.98     ;6.55     ;     ~   ;     ~  ;F6V              ;  88;   0
4143;HD 181428  ;HD 181428                          ;PM*;19 21 39.3681343752 -29 36 19.678829364;     ~   ;7.65     ;7.12     ;     ~   ;     ~  ;G1V              ;  71;   0
4144;HD 181459  ;HD 181459                          ;PM*;19 23 39.6539368776 -55 56 07.731017808;     ~   ;7.76     ;7.33     ;     ~   ;     ~  ;F5V              ;  26;   0
4145;HD 181655  ;HD 181655                          ;SB*;19 19 38.9987446752 +37 19 49.946142576;7.20     ;6.99     ;     ~   ;5.8      ;     ~  ;G5V              ; 124;   0
4146;HD 181720  ;HD 181720                          ;PM*;19 22 52.9849923689 -32 55 08.589079621;     ~   ;8.44     ;7.86     ;     ~   ;     ~  ;G1V              ; 119;   1
4147;HD 181893  ;HD 181893                          ;*  ;19 23 44.8558666680 -37 04 38.123946336;     ~   ;8.82     ;8.39     ;     ~   ;     ~  ;F3V              ;  28;   0
4148;HD 181958  ;HD 181958                          ;PM*;19 28 06.4346205720 -69 37 54.633104184;     ~   ;7.22     ;6.72     ;     ~   ;     ~  ;F7V              ;  29;   0
4149;HD 181983  ;HD 181983                          ;PM*;19 36 15.3613095840 -81 14 49.682034312;     ~   ;9.26     ;8.47     ;     ~   ;     ~  ;G8IV/V           ;  28;   0
4150;HD 182008  ;HD 182008                          ;*  ;19 21 40.5658366224 +26 38 07.586856744;     ~   ;8.12     ;7.72     ;     ~   ;     ~  ;F5               ;  22;   0
4151;HD 182101  ;HD 182101                          ;PM*;19 22 48.3509531208 +09 54 47.340798372;     ~   ;6.789    ;6.346    ;     ~   ;     ~  ;F6V              ; 121;   0
4152;HD 182380  ;HD 182380                          ;*  ;19 23 29.6267891088 +23 58 33.262271652;     ~   ;8.07     ;7.62     ;     ~   ;     ~  ;F5               ;  24;   0
4153;HD 182407  ;HD 182407                          ;*  ;19 24 23.0027027688 +05 33 52.054069680;     ~   ;8.37     ;7.77     ;     ~   ;     ~  ;G7V              ;  36;   0
4154;HD 182486  ;HD 182486                          ;*  ;19 20 45.5216429184 +64 04 36.002267328;     ~   ;8.16     ;7.79     ;     ~   ;     ~  ;A5               ;  18;   0
4155;HD 182498  ;HD 182498                          ;PM*;19 25 18.6921483720 -11 30 49.176555912;     ~   ;9.14     ;8.55     ;     ~   ;     ~  ;F8V              ;  28;   0
4156;HD 182588  ;HD 182588                          ;PM*;19 30 44.7148786200 -68 58 18.409588284;     ~   ;9.36     ;8.72     ;     ~   ;     ~  ;G2V              ;  26;   0
4157;HD 182708  ;HD 182708                          ;PM*;19 27 43.2958137984 -40 05 49.981193412;     ~   ;7.73     ;7.14     ;     ~   ;     ~  ;F8V              ;  30;   0
4158;HD 182758  ;HD 182758                          ;PM*;19 24 56.1419123304 +31 48 04.298462604;     ~   ;8.72     ;8.19     ;     ~   ;     ~  ;G0               ;  45;   0
4159;HD 182857  ;HD 182857                          ;PM*;19 29 02.8510053264 -49 52 31.488372444;     ~   ;9.72     ;8.87     ;     ~   ;     ~  ;K0V              ;  28;   0
4160;HD 182901  ;HD 182901                          ;PM*;19 26 31.9366749240 +11 51 03.845673684;     ~   ;7.336    ;6.898    ;     ~   ;     ~  ;F5IV-V           ;  40;   0
4161;HD 182925  ;HD 182925                          ;PM*;19 27 35.0634092424 -16 27 11.269416420;     ~   ;8.96     ;8.55     ;     ~   ;     ~  ;F3V              ;  24;   0
4162;HD 183011  ;HD 183011                          ;*  ;19 29 55.4293852488 -50 16 11.912502720;     ~   ;8.42     ;7.98     ;     ~   ;     ~  ;F5IV             ;  22;   0
4163;HD 183028  ;* mu. Tel                          ;*  ;19 30 34.6118315448 -55 06 36.190129392;     ~   ;6.714    ;6.285    ;     ~   ;     ~  ;F5V              ;  39;   0
4164;HD 183123  ;HD 183123                          ;PM*;19 25 29.7219583728 +50 04 14.919652416;     ~   ;8.81     ;8.33     ;     ~   ;     ~  ;F8               ;  34;   0
4165;HD 183127  ;HD 183127                          ;*  ;19 28 05.7714231936 -00 25 07.523326848;     ~   ;8.04     ;7.65     ;     ~   ;     ~  ;F5V              ;  26;   0
4166;HD 183198  ;HD 183198                          ;*  ;19 29 51.1267796112 -37 02 16.659290220;     ~   ;9.80     ;9.06     ;8.59     ;8.841   ;G6V              ;  31;   0
4167;HD 183216  ;HD 183216                          ;PM*;19 29 40.5714208320 -30 47 51.933050700;     ~   ;7.74     ;7.14     ;     ~   ;     ~  ;G2V              ;  66;   0
4168;HD 183263  ;HD 183263                          ;*  ;19 28 24.5713671072 +08 21 29.004515424;     ~   ;8.51     ;7.86     ;     ~   ;     ~  ;G6IV             ; 129;   1
4169;HD 183298  ;HD 183298                          ;PM*;19 26 22.0906256352 +50 59 14.334181836;     ~   ;8.71     ;8.16     ;     ~   ;     ~  ;G0.5IV           ;  99;   0
4170;HD 183301  ;HD 183301                          ;*  ;19 28 12.0841461552 +18 55 02.703717516;     ~   ;8.10     ;7.65     ;     ~   ;     ~  ;F5               ;  21;   0
4171;HD 183341  ;HD 183341                          ;*  ;19 28 46.3871562744 +11 01 37.140686904;     ~   ;8.06     ;7.44     ;     ~   ;     ~  ;G5               ;  60;   0
4172;HD 183504  ;HD 183504                          ;*  ;19 31 47.9379202680 -42 25 46.650430740;     ~   ;8.03     ;7.48     ;     ~   ;     ~  ;F5/6V            ;  30;   0
4173;HD 183505  ;HD 183505                          ;PM*;19 35 16.5953055624 -69 05 36.259177092;     ~   ;8.83     ;8.14     ;     ~   ;     ~  ;G3IV/V           ;  35;   0
4174;HD 183577  ;HD 183577                          ;PM*;19 32 14.0038300992 -44 32 46.982474088;     ~   ;6.99     ;6.48     ;     ~   ;     ~  ;F6V              ;  35;   0
4175;HD 183579  ;HD 183579                          ;PM*;19 33 08.5946288376 -54 31 56.540284248;     ~   ;9.33     ;8.68     ;     ~   ;     ~  ;G5V              ;  58;   0
4176;HD 183581  ;HD 183581                          ;*  ;19 34 39.5479267128 -65 01 50.757282408;     ~   ;8.70     ;8.28     ;     ~   ;     ~  ;F5IV/V           ;  23;   0
4177;HD 183627  ;HD 183627                          ;*  ;19 20 42.7192265640 +78 09 36.270375948;     ~   ;8.01     ;7.61     ;     ~   ;     ~  ;F2               ;  19;   0
4178;HD 183631  ;HD 183631                          ;PM*;19 30 58.0389116376 -11 29 04.774071912;     ~   ;7.53     ;7.07     ;     ~   ;     ~  ;F5V              ;  27;   0
4179;HD 183650  ;HD 183650                          ;PM*;19 29 21.4443359218 +31 36 31.163027581;     ~   ;7.67     ;     ~   ;6.5      ;     ~  ;G6               ;  80;   0
4180;HD 183775  ;HD 183775                          ;*  ;19 30 31.7890914504 +16 48 04.575231468;     ~   ;8.45     ;8.03     ;     ~   ;     ~  ;F5               ;  23;   0
4181;HD 183877  ;HD 183877                          ;PM*;19 32 40.3321897451 -28 01 11.310045098;     ~   ;7.83     ;7.15     ;     ~   ;     ~  ;G8VFe-1CH-0.5    ; 101;   0
4182;HD 183924  ;HD 183924                          ;*  ;19 32 52.9106922528 -26 01 41.207679156;     ~   ;8.00     ;7.64     ;     ~   ;     ~  ;F0IV/V           ;  21;   0
4183;HD 183936  ;HD 183936                          ;PM*;19 31 43.2620348304 +05 46 08.676563448;     ~   ;7.39     ;6.95     ;     ~   ;     ~  ;F2III            ;  28;   0
4184;HD 183951  ;HD 183951                          ;*  ;19 35 46.1562824616 -61 37 51.328133364;     ~   ;8.08     ;7.61     ;     ~   ;     ~  ;F6/7V            ;  24;   0
4185;HD 183970  ;HD 183970                          ;PM*;19 30 40.0136488152 +35 06 09.195449544;     ~   ;8.35     ;7.82     ;     ~   ;     ~  ;F5               ;  27;   0
4186;HD 184025  ;HD 184025                          ;*  ;19 32 13.3052472240 +06 40 51.293795016;     ~   ;9.24     ;8.83     ;     ~   ;     ~  ;F2IV             ;  24;   0
4187;HD 184151  ;HD 184151                          ;PM*;19 32 05.4506428488 +25 35 46.734827676;     ~   ;7.311    ;6.870    ;     ~   ;     ~  ;F5V              ;  46;   0
4188;HD 184198  ;HD 184198                          ;*  ;19 32 26.3553697560 +23 14 43.257198444;     ~   ;8.65     ;8.17     ;     ~   ;     ~  ;F7Vw             ;  26;   0
4189;HD 184229  ;HD 184229                          ;*  ;19 34 33.3775738080 -27 09 36.072509940;     ~   ;9.57     ;8.88     ;     ~   ;     ~  ;G6V              ;  21;   0
4190;HD 184317  ;HD 184317                          ;PM*;19 34 26.0240917224 -12 55 36.041781036;     ~   ;8.35     ;7.72     ;     ~   ;     ~  ;G3V              ;  36;   0
4191;HD 184385  ;HD 184385                          ;PM*;19 33 25.5526276656 +21 50 25.176346080;7.970    ;7.630    ;6.880    ;6.468    ;6.098   ;G8V              ;  99;   0
4192;HD 184509  ;HD 184509                          ;PM*;19 35 35.7852624480 -20 46 55.526103372;     ~   ;7.27     ;6.74     ;     ~   ;     ~  ;F8.5V            ;  41;   0
4193;HD 184592  ;HD 184592                          ;PM*;19 34 55.6179475824 +11 25 26.762426040;     ~   ;8.62     ;     ~   ;7.5      ;     ~  ;G5               ;  41;   0
4194;HD 184778  ;HD 184778                          ;PM*;19 37 02.0108136960 -25 04 48.978611508;     ~   ;8.92     ;8.37     ;     ~   ;     ~  ;F6/7V            ;  24;   0
4195;HD 184846  ;HD 184846                          ;PM*;19 43 07.2353290296 -73 14 55.767085260;     ~   ;9.62     ;8.94     ;     ~   ;     ~  ;G5V              ;  33;   0
4196;HD 184954  ;HD 184954                          ;*  ;19 37 52.8102444360 -28 48 58.038594912;     ~   ;8.79     ;8.13     ;     ~   ;     ~  ;G2/3V            ;  26;   0
4197;HD 184979  ;HD 184979                          ;SB*;19 36 05.5382530344 +24 43 49.067076144;     ~   ;8.81     ;8.27     ;7.94     ;7.59    ;F9               ;  27;   0
4198;HD 185142  ;HD 185142                          ;PM*;19 41 24.8842650264 -61 49 15.578552928;     ~   ;9.078    ;8.886    ;7.75     ;     ~  ;F5V              ;  31;   0
4199;HD 185206  ;HD 185206                          ;*  ;19 37 35.5786661952 +12 41 24.514233216;     ~   ;8.29     ;7.93     ;     ~   ;     ~  ;F0               ;  24;   0
4200;HD 185239  ;HD 185239                          ;*  ;19 34 51.8805663192 +57 46 21.455442624;     ~   ;8.57     ;8.16     ;     ~   ;     ~  ;F8               ;  23;   0
4201;HD 185260  ;HD 185260                          ;PM*;19 41 49.8611279424 -60 47 31.789874832;     ~   ;10.233   ;9.44     ;8.97     ;     ~  ;G8IV/V           ;  28;   0
4202;HD 185270  ;HD 185270                          ;*  ;19 37 15.9735200712 +26 09 15.783775668;     ~   ;8.97     ;8.47     ;     ~   ;     ~  ;F8V              ;  34;   0
4203;HD 185348  ;HD 185348                          ;PM*;19 41 10.4488891536 -51 31 32.418102900;     ~   ;8.59     ;8.02     ;     ~   ;     ~  ;F8V              ;  27;   0
4204;HD 185426  ;HD 185426                          ;PM*;19 39 47.0352557712 -19 13 50.411521164;     ~   ;8.25     ;7.83     ;     ~   ;     ~  ;F3/5V            ;  25;   0
4205;HD 185579  ;HD 185579                          ;*  ;19 43 27.6712819728 -61 37 05.927952792;     ~   ;9.628    ;9.382    ;8.75     ;9.331   ;F6IV             ;  28;   0
4206;HD 185615  ;HD 185615                          ;PM*;19 41 13.6743887832 -32 52 24.083738040;     ~   ;8.82     ;8.12     ;     ~   ;     ~  ;G6IV/V           ;  67;   0
4207;HD 185679  ;HD 185679                          ;PM*;19 41 36.1347271032 -35 43 33.316619232;     ~   ;9.45     ;8.74     ;8.3      ;     ~  ;G5V              ;  57;   0
4208;HD 185720  ;HD 185720                          ;PM*;19 40 45.1227446304 -07 30 44.443994652;     ~   ;7.48     ;6.96     ;     ~   ;     ~  ;F6V              ;  43;   0
4209;HD 185760  ;HD 185760                          ;*  ;19 40 34.2735027480 +05 27 02.510524332;     ~   ;8.61     ;8.14     ;     ~   ;     ~  ;F5               ;  20;   0
4210;HD 185890  ;HD 185890                          ;PM*;19 46 03.9038786136 -67 02 53.054432520;     ~   ;8.69     ;8.16     ;     ~   ;     ~  ;F7V              ;  25;   0
4211;HD 185907  ;HD 185907                          ;*  ;19 42 55.6079416824 -37 26 23.412876144;     ~   ;8.00     ;7.64     ;     ~   ;     ~  ;F0V              ;  26;   0
4212;HD 185934  ;HD 185934                          ;*  ;19 39 03.2951855160 +51 06 16.351741944;8.610    ;8.550    ;8.020    ;     ~   ;     ~  ;F5               ;  22;   0
4213;HD 185957  ;HD 185957                          ;PM*;19 40 47.4420949920 +24 34 27.481843776;     ~   ;8.43     ;7.91     ;     ~   ;     ~  ;F8               ;  26;   0
4214;HD 185975  ;HD 185975                          ;PM*;20 28 18.7398264168 -87 28 19.937567316;     ~   ;8.78     ;8.10     ;     ~   ;     ~  ;G3V              ;  39;   0
4215;HD 185978  ;HD 185978                          ;*  ;19 39 05.6063562792 +54 10 53.064329196;     ~   ;8.39     ;7.87     ;     ~   ;     ~  ;F8               ;  25;   0
4216;HD 186025  ;HD 186025                          ;PM*;19 41 58.3694504760 +01 10 55.436629944;     ~   ;9.39     ;8.84     ;     ~   ;     ~  ;F3/5IV/V         ;  27;   0
4217;HD 186104  ;HD 186104                          ;PM*;19 42 29.7606156840 +01 35 11.487743916;     ~   ;     ~   ;     ~   ;7.2      ;     ~  ;G5V              ;  62;   0
4218;HD 186138  ;HD 186138                          ;PM*;19 47 03.6900423648 -65 16 32.852718660;     ~   ;9.56     ;9.00     ;     ~   ;     ~  ;G0V              ;  23;   0
4219;HD 186140  ;HD 186140                          ;*  ;19 40 46.4386284000 +44 31 42.662629812;     ~   ;8.35     ;7.80     ;     ~   ;     ~  ;F2III            ;  24;   0
4220;HD 186152  ;HD 186152                          ;PM*;19 45 55.4789903208 -57 32 50.461209024;     ~   ;8.42     ;7.99     ;     ~   ;     ~  ;F5V              ;  28;   0
4221;HD 186194  ;HD 186194                          ;PM*;19 45 26.5711108848 -50 52 04.832913252;     ~   ;9.33     ;8.63     ;     ~   ;     ~  ;G3V              ;  51;   0
4222;HD 186221  ;HD 186221                          ;Ro*;19 40 45.3817506600 +48 30 45.097351164;     ~   ;8.25     ;7.87     ;     ~   ;     ~  ;F2V              ;  28;   0
4223;HD 186253  ;HD 186253                          ;*  ;19 39 56.5238764824 +59 50 27.792431304;8.200    ;8.130    ;7.770    ;     ~   ;     ~  ;A5               ;  30;   0
4224;HD 186257  ;HD 186257                          ;PM*;19 41 57.3525071424 +36 13 32.491839108;     ~   ;     ~   ;     ~   ;7.2      ;     ~  ;F5               ;  26;   0
4225;HD 186299  ;HD 186299                          ;PM*;19 45 22.4421180888 -42 06 00.657179928;     ~   ;10.28    ;9.46     ;     ~   ;     ~  ;K0V              ;  26;   0
4226;HD 186302  ;HD 186302                          ;*  ;19 49 06.4303570584 -70 11 16.703275380;     ~   ;9.41     ;8.76     ;     ~   ;     ~  ;G3/5V            ;  49;   0
4227;HD 186379  ;HD 186379                          ;PM*;19 43 07.0299027408 +24 35 52.587634884;     ~   ;7.41     ;     ~   ;6.5      ;     ~  ;F8V              ;  88;   0
4228;HD 186531  ;HD 186531                          ;*  ;19 50 28.4007437184 -70 11 45.844637532;     ~   ;9.874    ;9.00     ;     ~   ;     ~  ;G(5)V+(F)        ;  23;   0
4229;HD 186606  ;HD 186606                          ;PM*;19 44 44.8209969960 +18 43 42.652368120;     ~   ;8.22     ;7.71     ;     ~   ;     ~  ;F8               ;  25;   0
4230;HD 186657  ;HD 186657                          ;*  ;19 45 22.6727786904 +07 54 47.560133304;     ~   ;8.50     ;8.04     ;     ~   ;     ~  ;F8               ;  25;   0
4231;HD 186725  ;HD 186725                          ;*  ;19 49 55.8838985784 -62 34 00.573695436;     ~   ;8.23     ;7.79     ;     ~   ;     ~  ;F5V              ;  24;   0
4232;HD 186784  ;HD 186784                          ;*  ;19 50 09.6676325064 -60 55 25.477230324;     ~   ;8.48     ;8.00     ;7.68     ;8.662   ;F6IV             ;  36;   0
4233;HD 186803  ;HD 186803                          ;PM*;19 47 18.1019352576 -18 44 47.974414488;     ~   ;8.30     ;7.61     ;     ~   ;     ~  ;G6IV             ;  44;   0
4234;HD 186853  ;HD 186853                          ;PM*;19 47 51.1034505528 -29 09 33.399143496;     ~   ;8.39     ;7.69     ;     ~   ;     ~  ;G5V              ;  33;   0
4235;HD 186981  ;HD 186981                          ;*  ;19 46 52.8212494344 +18 52 54.705774540;     ~   ;8.80     ;8.40     ;     ~   ;     ~  ;F4III            ;  24;   0
4236;HD 187084  ;HD 187084                          ;PM*;19 49 21.5385466320 -32 52 22.967171472;     ~   ;9.94     ;9.10     ;     ~   ;     ~  ;K1V              ;  29;   0
4237;HD 187085  ;HD 187085                          ;PM*;19 49 33.9666332064 -37 46 49.973441628;     ~   ;7.78     ;7.21     ;     ~   ;     ~  ;G0V              ;  97;   1
4238;HD 187101  ;HD 187101                          ;PM*;19 51 23.6561676120 -58 30 35.538347736;     ~   ;8.59     ;8.02     ;     ~   ;     ~  ;F8/G0V           ;  38;   0
4239;HD 187123  ;HD 187123                          ;PM*;19 46 58.1122487784 +34 25 10.281404460;     ~   ;     ~   ;     ~   ;7.4      ;     ~  ;G2V              ; 246;   1
4240;HD 187182  ;HD 187182                          ;PM*;19 48 08.6145536208 +13 27 15.951704328;7.370    ;7.370    ;6.960    ;     ~   ;     ~  ;F5III            ;  27;   0
4241;HD 187237  ;HD 187237                          ;PM*;19 48 00.8811360456 +27 52 10.305591024;     ~   ;7.51     ;     ~   ;6.5      ;     ~  ;G2IV-V           ;  79;   0
4242;HD 187317  ;HD 187317                          ;*  ;19 46 14.1767741088 +58 22 00.192938628;     ~   ;8.46     ;7.91     ;     ~   ;     ~  ;F6III            ;  21;   0
4243;HD 187462  ;HD 187462                          ;PM*;19 49 08.5656690600 +27 43 54.096284460;     ~   ;7.51     ;     ~   ;6.6      ;     ~  ;G0IV             ;  39;   0
4244;HD 187548  ;HD 187548                          ;PM*;19 49 26.8529340744 +28 36 36.656000784;     ~   ;8.47     ;7.98     ;     ~   ;     ~  ;G0V              ;  27;   0
4245;HD 187637  ;HD 187637                          ;PM*;19 49 18.1388793264 +41 34 56.859084552;     ~   ;     ~   ;     ~   ;7.2      ;     ~  ;F8V              ; 116;   0
4246;HD 187668  ;HD 187668                          ;*  ;19 52 04.5832650072 -24 26 18.130638912;     ~   ;9.01     ;8.45     ;     ~   ;     ~  ;F5/6V            ;  23;   0
4247;HD 187696  ;HD 187696                          ;PM*;19 51 42.7172601528 -10 56 57.100817184;     ~   ;7.60     ;7.19     ;     ~   ;     ~  ;K0III            ;  26;   0
4248;HD 187728  ;HD 187728                          ;PM*;19 48 36.3048879192 +55 43 29.479661040;8.070    ;8.070    ;7.660    ;     ~   ;     ~  ;F8               ;  23;   0
4249;HD 187748  ;HD 187748                          ;PM*;19 48 15.4484802048 +59 25 22.446445188;     ~   ;7.22     ;6.64     ;     ~   ;     ~  ;G0               ;  45;   0
4250;HD 187792  ;HD 187792                          ;PM*;19 47 46.4272736544 +63 51 37.452731148;     ~   ;8.43     ;7.87     ;     ~   ;     ~  ;G0               ;  28;   0
4251;HD 187881  ;HD 187881                          ;PM*;19 51 32.0286132648 +22 16 50.001445560;     ~   ;     ~   ;     ~   ;7.5      ;     ~  ;G5               ;  28;   0
4252;HD 187882  ;HD 187882                          ;PM*;19 51 37.2212229504 +22 09 21.953313756;     ~   ;8.74     ;8.16     ;     ~   ;     ~  ;G5               ;  23;   0
4253;HD 187897  ;HD 187897                          ;PM*;19 52 09.3866065080 +07 27 36.162459072;     ~   ;7.75     ;7.13     ;     ~   ;     ~  ;G5               ;  91;   0
4254;HD 187956  ;HD 187956                          ;*  ;19 51 06.0139659576 +39 31 39.366399864;     ~   ;8.61     ;8.16     ;     ~   ;     ~  ;G0               ;  22;   0
4255;HD 188015  ;HD 188015                          ;PM*;19 52 04.5426976824 +28 06 01.345077360;     ~   ;8.95     ;8.23     ;     ~   ;     ~  ;G5IV             ;  96;   1
4256;HD 188166  ;HD 188166                          ;*  ;19 50 21.8771927520 +61 12 32.648746068;     ~   ;7.20     ;6.70     ;     ~   ;     ~  ;F5               ;  28;   0
4257;HD 188205  ;HD 188205                          ;PM*;19 59 46.6238115720 -71 10 08.863422780;     ~   ;9.40     ;8.87     ;     ~   ;     ~  ;F6/8(V)          ;  20;   0
4258;HD 188298  ;HD 188298                          ;PM*;19 55 29.7858420144 -29 05 49.201370376;     ~   ;9.14     ;8.48     ;     ~   ;     ~  ;G5V              ;  45;   0
4259;HD 188345  ;HD 188345                          ;PM*;19 53 59.7039150768 +20 00 34.560786060;     ~   ;8.58     ;7.96     ;     ~   ;     ~  ;G5               ;  35;   0
4260;HD 188377  ;HD 188377                          ;*  ;19 55 52.1542828800 -26 33 00.384330852;     ~   ;8.14     ;7.70     ;     ~   ;     ~  ;F5(V)            ;  22;   0
4261;HD 188449  ;HD 188449                          ;*  ;19 55 56.8027755360 -18 52 29.837771076;     ~   ;8.84     ;8.40     ;     ~   ;     ~  ;F3V              ;  27;   0
4262;HD 188641  ;HD 188641                          ;*  ;19 57 37.1500361400 -37 44 42.192579084;     ~   ;7.97     ;7.35     ;     ~   ;     ~  ;G2V              ;  45;   0
4263;HD 188659  ;HD 188659                          ;*  ;19 57 15.4892853024 -26 13 02.903993148;     ~   ;8.61     ;8.11     ;     ~   ;     ~  ;G1V              ;  28;   0
4264;HD 188748  ;HD 188748                          ;PM*;20 01 52.0493099160 -69 11 16.592325216;     ~   ;8.79     ;8.11     ;     ~   ;     ~  ;G4V              ;  70;   0
4265;HD 188815  ;HD 188815                          ;PM*;19 58 58.5412085160 -46 05 16.960543980;     ~   ;7.92     ;7.50     ;     ~   ;     ~  ;F5V              ;  87;   0
4266;HD 188903  ;HD 188903                          ;PM*;19 59 09.9269011320 -41 49 58.422734220;     ~   ;9.178    ;8.696    ;7.98     ;9.143   ;F8V              ;  35;   0
4267;HD 188986  ;HD 188986                          ;*  ;20 00 08.3777579376 -50 13 00.152167044;     ~   ;7.05     ;6.66     ;     ~   ;     ~  ;F4V              ;  25;   0
4268;HD 189006  ;HD 189006                          ;PM*;20 00 11.7882565632 -48 44 54.333956076;     ~   ;8.13     ;7.66     ;     ~   ;     ~  ;F5/6V            ;  30;   0
4269;HD 189067  ;HD 189067                          ;PM*;19 57 19.7791797600 +24 05 17.363762700;7.920    ;7.800    ;     ~   ;6.8      ;     ~  ;G2V              ;  51;   0
4270;HD 189087  ;HD 189087                          ;PM*;19 57 13.4147262528 +29 49 26.448451464;     ~   ;8.68     ;     ~   ;7.4      ;     ~  ;G8               ;  91;   0
4271;HD 189207  ;HD 189207                          ;*  ;19 55 11.1793113600 +62 35 52.844780760;     ~   ;8.44     ;8.06     ;     ~   ;     ~  ;F2               ;  23;   0
4272;HD 189259  ;HD 189259                          ;*  ;19 58 54.5350029912 +06 35 28.402811592;     ~   ;8.60     ;8.17     ;     ~   ;     ~  ;F2               ;  22;   0
4273;HD 189317  ;HD 189317                          ;PM*;19 58 21.1515764976 +28 36 39.292221564;     ~   ;8.24     ;7.83     ;     ~   ;     ~  ;F6V              ;  25;   0
4274;HD 189387  ;HD 189387                          ;PM*;20 01 13.8566382936 -38 40 45.023445696;     ~   ;8.19     ;7.71     ;     ~   ;     ~  ;F6/7V            ;  27;   0
4275;HD 189478  ;HD 189478                          ;*  ;19 59 59.6272168824 +06 56 34.535654304;     ~   ;8.45     ;8.06     ;     ~   ;     ~  ;F0               ;  26;   0
4276;HD 189509  ;HD 189509                          ;*  ;20 00 08.1818616192 +07 45 38.232028008;     ~   ;7.72     ;7.23     ;     ~   ;     ~  ;F5               ;  30;   0
4277;HD 189625  ;HD 189625                          ;PM*;20 01 32.8001816928 -16 52 08.392879272;     ~   ;7.99     ;7.33     ;     ~   ;     ~  ;G5V              ;  88;   0
4278;HD 189627  ;HD 189627                          ;*  ;20 01 38.1850734504 -22 06 39.129398928;     ~   ;8.64     ;8.09     ;     ~   ;     ~  ;F7V              ;  45;   0
4279;HD 189712  ;HD 189712                          ;*  ;20 01 15.8948776176 +05 38 53.696256720;7.820    ;7.870    ;7.450    ;     ~   ;     ~  ;F5               ;  40;   0
4280;HD 189769  ;HD 189769                          ;PM*;20 03 41.7943947120 -46 59 06.012788352;     ~   ;8.64     ;8.17     ;     ~   ;     ~  ;F5V              ;  25;   0
4281;HD 189899  ;HD 189899                          ;PM*;20 09 04.1788692096 -74 13 10.435004436;     ~   ;8.07     ;7.60     ;     ~   ;     ~  ;F7V              ;  32;   0
4282;HD 189931  ;HD 189931                          ;PM*;20 04 02.6779767944 -37 52 35.364287524;     ~   ;7.53     ;6.93     ;     ~   ;     ~  ;G1V              ;  51;   0
4283;HD 189948  ;HD 189948                          ;PM*;20 03 01.1673553320 -09 02 34.488231864;     ~   ;8.12     ;7.65     ;     ~   ;     ~  ;F6V              ;  23;   0
4284;HD 190009  ;HD 190009                          ;*  ;20 03 44.3100162600 -22 35 44.150285868;     ~   ;6.928    ;6.428    ;     ~   ;     ~  ;F7V              ;  71;   0
4285;HD 190045  ;HD 190045                          ;PM*;20 01 16.2879763944 +43 26 34.774177416;     ~   ;8.83     ;8.51     ;     ~   ;     ~  ;F0               ;  23;   0
4286;HD 190102  ;HD 190102                          ;PM*;20 04 18.0998562336 -26 19 46.344871488;     ~   ;8.78     ;8.16     ;     ~   ;     ~  ;G1V              ;  41;   0
