Name,RotP
HD 18768,6.880159170242236
HD 18819,5.0572457940456434
HD 18831,1.5859797539598797
HD 19029,5.332379980807775
HD 19126,8.439320162751283
HD 19184,4.050963929272136
HD 19254,6.753008714163521
HD 19350,2.952355247950204
HD 19376,5.262910647631391
HD 19381,5.884603016574679
HD 19603,3.10986316489383
HD 19649,1.1220492670934543
HD 19715,3.429305912519458
HD 19773,100.0
HD 19864,16.291391387767018
HD 19879,1.9472076742731532
HD 19889,3.443499774140999
HD 19916,5.065937437132091
HD 20029,7.884326053513875
HD 20052,5.628317487498508
HD 20111,1.5235753505767817
HD 20112,5.6836506892664
HD 20201,2.6590015283583237
HD 20205,4.219985591163829
HD 20209,4.855495287043199
HD 20259,3.095426607645628
HD 20327,2.8507264119008413
HD 20335,6.224985398255792
HD 20367,4.662610841155493
HD 20390,7.533055850323483
HD 20542,13.829077375707596
HD 20584,3.173907793696219
HD 20703,3.427579810809715
HD 20713,8.718415674242308
HD 20737,10.620953846198171
HD 20811,0.6349503212954177
HD 20889,4.053241971527682
HD 20904,5.065029857649362
HD 20958,5.628303236361993
HD 21106,12.184308882751257
HD 21132,10.40800936842695
HD 21216,1.6117047450316866
HD 21272,2.650649100201611
HD 21589,1.0827476767090354
HD 21618,3.3677276819573922
HD 21626,6.032155546037586
HD 21651,0.8433071390725021
HD 21654,5.2629409408339445
HD 21667,
HD 21804,11.268463338004656
HD 21899,4.705633524948558
HD 21922,10.234360140617381
HD 21962,30.69307476453019
HD 22044,2.942020167507802
HD 22173,3.4327896358317944
HD 22255,8.909238166779295
HD 22257,2.706735561407954
HD 22292,3.5382215742698437
HD 22328,28.246029776318895
HD 22439,0.20186986746963986
HD 22451,4.868675202894808
HD 22474,7.839632606554702
HD 22514,4.405567668935461
HD 22527,5.628302969661247
HD 22596,4.86704486078182
HD 22729,3.0181989035883845
HD 22732,7.305390626166686
HD 22842,5.622683613392162
HD 22865,8.988305365927753
HD 22872,3.5573683044921824
HD 22952,2.8911200528881875
HD 23041,41.47160893469979
HD 23079,100.0
HD 23148,4.35845804379507
HD 23438,4.349075566590877
HD 23456,3.4309265231722206
HD 23596,6.501825840480585
HD 23609,11.23190819409477
HD 23623,2.9680432056693364
HD 23820,2.4409691013431463
HD 23965,4.938681721115484
HD 24112,5.238472344052666
HD 24115,2.5628364562195673
HD 24159,100.0
HD 24163,2.9533227658714827
HD 24326,3.7537752729278626
HD 24374,5.9972696618793675
HD 24390,4.079751343681829
HD 24421,2.704850940437565
HD 24426,1.1019011522655766
HD 24443,4.230893280175397
HD 24649,1.708025437986417
HD 24650,6.1254980310593625
HD 24664,6.834680343400296
HD 24672,3.0268415717869273
HD 24674,3.2527864835180313
HD 24755,2.970731080809368
HD 24779,1.277570417628809
HD 24976,3.0902059941187336
HD 25054,3.3677640242718163
HD 25153,5.750001730679329
HD 25166,0.004715401554042559
HD 25169,0.0032611961942308845
HD 25171,2.008881906582073
HD 25173,2.210658121503608
HD 25277,2.839523679915906
HD 25292,5.631453127325067
HD 25311,9.967875834291721
HD 25333,4.079761844333942
HD 25401,7.385907942429496
HD 25463,6.020191056539966
HD 25473,3.9795651335284314
HD 25522,100.0
HD 25587,5.728088586157159
HD 25697,1.5034858035550691
HD 25782,0.009264607356036814
HD 25953,1.9713995412618137
HD 25983,4.8560928715822245
HD 26054,8.334351291022264
HD 26244,5.77003240618948
HD 26246,4.867091894205842
HD 26279,0.4020034309284983
HD 26292,5.750005266006295
HD 26370,1.0568484368595088
HD 26417,2.956353607429245
HD 26519,3.16812489775591
HD 26665,4.6057613115978855
HD 26720,5.749437249283481
HD 26784,1.904208388846272
HD 26822,3.2674905884871452
HD 27110,3.6681497036794184
HD 27127,4.962433165707393
HD 27157,3.4567350858319794
HD 27170,0.012961925434925973
HD 27212,3.2883244625513512
HD 27231,3.0289806538414528
HD 27291,2.076363139363378
HD 27305,4.835335144004611
HD 27353,6.022019830611902
HD 27415,3.5711622347326726
HD 27500,2.1584191183819827
HD 27523,1.9172500872996052
HD 27553,3.1092005741106035
HD 27561,46.983733785644574
HD 27808,4.108143338407729
HD 27887,0.5185224805744121
HD 27911,2.170926802989577
HD 27927,4.690340556190273
HD 28073,4.113766303248104
HD 28097,5.631490139869692
HD 28122,2.5355913874636755
HD 28160,0.002777771744731561
HD 28181,4.550056734271179
HD 28218,9.009598270961748
HD 28237,4.550546090674599
HD 28246,1.3784622715237675
HD 28264,4.690348259327586
HD 28395,5.569207324382515
HD 28428,5.770120348879441
HD 28453,5.74793326434416
HD 28474,1.5588900945866182
HD 28483,1.735613900888169
HD 28579,9.46223252844967
HD 28608,2.0665947515727896
HD 28610,2.956382603412804
HD 28620,10.2343376852572
HD 28676,0.2452220829656224
HD 28772,5.622350220726488
HD 28807,4.690364556508507
HD 28826,5.76026239693582
HD 28877,5.167107768648197
HD 28880,9.009613927000025
HD 28981,4.369973762385964
HD 29146,3.6432031616223615
HD 29178,5.760263419043824
HD 29214,5.389280059783905
HD 29239,1.6583374612528363
HD 29255,5.401070728273969
HD 29284,10.21162481715798
HD 29302,2.0544623708397256
HD 29307,1.450457951238824
HD 29420,0.5136425664028396
HD 29427,2.8921935106638483
HD 29445,0.003588449486479093
HD 29486,7.251941767580709
HD 29497,4.550568377374428
HD 29502,5.5616120205693225
HD 29521,4.893491718120127
HD 29532,5.196378003954823
HD 29537,0.32613399675465565
HD 29581,3.55480137480926
HD 29745,16.090951032155097
HD 29786,100.0
HD 29881,2.2977516139485545
HD 30053,5.959271147438872
HD 30149,2.623586066658249
HD 30157,7.03432760047038
HD 30316,0.004305373643964045
HD 30369,4.096961007568198
HD 30388,4.745793813319802
HD 30418,2.9176156750812914
HD 30467,44.6233537213145
HD 30483,30.913250807818407
HD 30589,3.75427232466646
HD 30617,7.268617141409696
HD 30692,2.7628547254769016
HD 30736,5.389327037231613
HD 30743,8.414863559203322
HD 30757,4.873122133928696
HD 30809,44.623352542442035
HD 30944,100.0
HD 31081,3.2899665039285813
HD 31128,0.003337514142949964
HD 31138,100.0
HD 31153,57.32014273787452
HD 31193,0.0028372436104795932
HD 31253,6.345062628933638
HD 31307,
HD 31354,0.0031770832829933304
HD 31409,5.672434000640971
HD 31423,1.6655238194576176
HD 31574,1.8738800202179358
HD 31577,0.15391653007639158
HD 31608,5.75120453127441
HD 31781,1.0839433335024085
HD 31930,2.4288960314336445
HD 31975,0.11603389691216744
HD 32152,1.2193975865804059
HD 32154,3.6205844730072405
HD 32169,2.2755415404576076
HD 32205,5.523960696520101
HD 32210,4.742615991645259
HD 32274,4.243294935739658
HD 32287,5.771825250572841
HD 32292,0.03162575446387
HD 32326,2.7841549953213507
HD 32488,5.4926744498848
HD 32508,3.459318368535205
HD 32590,1.3886465352966026
HD 32715,1.8109384662208083
HD 32820,5.052949400910106
HD 32913,5.523984533162561
HD 32994,5.518922977437347
HD 33008,1.5246924764189307
HD 33081,7.898224983920439
HD 33098,1.0444199793809401
HD 33202,3.691041446061361
HD 33208,7.028063998189314
HD 33245,4.053065974318901
HD 33252,8.57334924580496
HD 33269,5.130188814056995
HD 33313,2.780991969014023
HD 33476,6.225059776344574
HD 33485,3.5015862303365757
HD 33503,3.699992541210551
HD 33514,5.332435673260746
HD 33649,1.9760718686092567
HD 33673,2.38676299676772
HD 33693,6.669677312889356
HD 33924,2.257173582682746
HD 34002,1.84900568365434
HD 34012,2.776279754171413
HD 34135,4.277525389572054
HD 34415,1.0596578452980414
HD 34554,3.8714563606038563
HD 34570,0.006295329855449313
HD 34634,6.822763244885718
HD 34652,1.5383789143428284
HD 34704,3.359780824434919
HD 34745,4.138296789455045
HD 34781,0.003342307456498205
HD 34894,2.762888127809939
HD 34905,6.161281544811309
HD 34907,2.38677165005184
HD 35147,13.446395426829852
HD 35216,6.3372865162583265
HD 35241,5.812362593425012
HD 35270,6.370244013161742
HD 35421,1.9409831829106727
HD 35627,8.317065447492064
HD 35638,4.714822097806301
HD 35643,0.8391763102900643
HD 35660,0.17931266354568545
HD 35689,3.0164542877502725
HD 35783,4.488621532693341
HD 35863,3.4364663449186335
HD 35864,1.269274853678467
HD 35887,6.669703710181768
HD 36008,5.16202545868232
HD 36051,8.317133577391033
HD 36108,3.4299301312594017
HD 36300,2.4143530804781927
HD 36407,5.481588660268739
HD 36522,11.217535117596535
HD 36548,0.005230871604416565
HD 36643,5.239262274501912
HD 36667,2.5877683085823793
HD 36724,2.951173361960256
HD 36756,3.4593464563978973
HD 36767,4.714914530148613
HD 37003,1.156991447558306
HD 37030,3.9908668815381354
HD 37053,3.735202611848945
HD 37097,5.02290824631622
HD 37254,0.04456231863549525
HD 37282,9.413642572805717
HD 37395,0.9516580824506489
HD 37420,3.6412731260786173
HD 37423,4.12435235486933
HD 37516,2.8761712431174398
HD 37574,4.752886691130409
HD 37588,8.027847749719546
HD 37610,6.766273589661595
HD 37613,2.5846737548740593
HD 37648,1.9869966908732204
HD 37689,1.6724827157735018
HD 37705,5.418976574246735
HD 37848,4.339004800205004
HD 37879,7.599259935598849
HD 37990,7.726804712917402
HD 38141,2.1483709425026234
HD 38278,6.3703054904203995
HD 38283,2.347067441920571
HD 38294,3.2899451406855365
HD 38374,3.526319512197337
HD 38396,3.3924816964428817
HD 38510,0.05525630862645107
HD 38677,6.370310418053065
HD 38722,6.836646863830426
HD 38772,9.81728419313572
HD 38779,0.5256667925964165
HD 38827,0.2015593728402515
HD 38940,4.714892853335243
HD 39076,6.241098379982023
HD 39192,0.17012745190308812
HD 39197,3.288208641683188
HD 39513,4.519148021078949
HD 39888,1.3764313807698978
HD 39932,5.732820478897639
HD 39981,5.958793603914514
HD 39987,4.000756618878418
HD 40001,5.074419925788079
HD 40125,6.01817064601906
HD 40126,3.0164733531347387
HD 40170,1.9068641192004603
HD 40184,6.836666699369031
HD 40300,3.742361544765979
HD 40379,4.018672954450175
HD 40483,2.526435664355977
HD 40488,3.997083160332
HD 40507,3.363327203412975
HD 40530,2.45770617464198
HD 40567,7.6671562117406475
HD 40590,5.546659568926925
HD 40673,7.214737652720593
HD 40832,5.530977109577634
HD 40852,4.519170407585998
HD 40858,3.9908846922877217
HD 40930,5.292877369972676
HD 40979,7.686919406681383
HD 41062,0.00551887657901129
HD 41149,10.790444712524502
HD 41158,7.187898864377687
HD 41278,0.7118241389202106
HD 41304,3.054779351703783
HD 41311,3.4643693575905625
HD 41476,5.358324530579266
HD 41576,0.12096039147207449
HD 41712,2.414367684241578
HD 41779,4.174544373066815
HD 41804,4.34057682189968
HD 41981,12.484829005216856
HD 41988,3.3860193130604053
HD 42065,4.384424285382763
HD 42067,2.199345969799904
HD 42190,1.7776184270646471
HD 42278,3.464369134886901
HD 42390,6.083485283975064
HD 42538,4.172743434458575
HD 42548,3.0547892765528544
HD 42625,2.7155096613653362
HD 42820,9.360350425163551
HD 42853,4.33906454795371
HD 42958,6.067705543566122
HD 42963,2.6209827797401277
HD 43144,4.303374123242978
HD 43167,9.882055119292213
HD 43382,5.445534434095771
HD 43452,3.193476112505338
HD 43470,4.714924994927092
HD 43621,1.2148520074113134
HD 43641,0.004010554639054345
HD 43701,9.882006820738647
HD 43806,4.519197400537417
HD 43921,2.471937177211794
HD 43926,0.9433186399485225
HD 43947,6.370384363097491
HD 44016,6.17322113852749
HD 44268,2.2706403486009576
HD 44297,2.111624771820597
HD 44300,1.030699594648403
HD 44590,3.289995747253434
HD 44623,2.6443282212147943
HD 44663,5.419058841926763
HD 44836,11.846156039956172
HD 44898,4.714940081215459
HD 44985,5.70294510627279
HD 45004,12.755864038490543
HD 45504,4.065298816725544
HD 45595,4.2019591012058175
HD 45654,5.162100660110604
HD 45738,4.339084438019402
HD 45743,2.6152411518240632
HD 45753,2.1460692787233118
HD 45759,3.5016527639135036
HD 45767,4.817282149915082
HD 45895,1.446166170423297
HD 46214,2.3470927077679553
HD 46317,1.410138386179724
HD 46335,3.1096666443501126
HD 46601,0.1185986234636607
HD 46688,1.2621351964792809
HD 46719,5.419083296504281
HD 46828,5.108129953592426
HD 46836,5.702969721217234
HD 46872,2.6443409721216904
HD 46918,4.714954055018852
HD 47232,1.007153688554004
HD 47381,5.782947041791533
HD 47522,2.1816567287128663
HD 47619,5.702980957786351
HD 47699,2.5628438487480714
HD 47748,3.34695573452069
HD 47855,5.2815879581805465
HD 47962,5.795574779487715
HD 48286,9.71979051020235
HD 48332,2.526473229613148
HD 48389,3.43430979522694
HD 48391,3.7260500536801526
HD 48506,6.4771351112096
HD 48527,9.055564651141097
HD 48568,1.0229851601510398
HD 48647,1.9488815480996058
HD 48858,3.3925404494287785
HD 49011,10.684484126730528
HD 49042,4.018744997235526
HD 49083,1.3384286930792801
HD 49197,2.42265813604876
HD 49301,13.4587049881445
HD 49525,4.410598074537967
HD 49565,2.858135020881327
HD 49700,5.318444549223212
HD 49732,9.882100709907021
HD 49736,16.877406269329235
HD 49801,2.668284389919885
HD 50060,0.16467165877236137
HD 50078,7.2148678604067
HD 50099,2.414405582608461
HD 50313,9.882093217323911
HD 50476,5.4116416852063045
HD 50554,100.0
HD 50639,2.649462690850362
HD 50688,6.477143897887726
HD 50867,9.71982031546883
HD 50959,5.703020569303601
HD 51370,3.3469656279225473
HD 51434,5.419120331271235
HD 51471,2.7371859976026576
HD 51485,1.1014892085172818
HD 51930,3.346977020739323
HD 52298,3.8756793727398637
HD 52299,1.7942822378567518
HD 52395,6.067830129416693
HD 52449,8.503150817374499
HD 52496,2.723521013121564
HD 52516,6.3704910082821975
HD 52552,3.2639575146376987
HD 52651,3.9629152959651432
HD 53133,2.6412528576969136
HD 53279,5.4825896411395725
HD 53411,11.628739932520372
HD 53440,5.703032113531825
HD 53466,5.622796712580721
HD 53545,0.023252958051345307
HD 53566,2.424305990784202
HD 53658,2.743755424192493
HD 53665,3.03979100683236
HD 53698,4.491475294905116
HD 53842,1.589986183005793
HD 54182,3.526378925735761
HD 54405,5.21345473922904
HD 54616,4.140742642743459
HD 54691,2.5099450132767176
HD 54717,2.0146707346871104
HD 54777,1.1821322359476032
HD 55054,4.566535067913385
HD 55403,1.7019669528039352
HD 55437,2.1428468156978044
HD 55674,6.642088980359186
HD 56325,3.263975095124136
HD 56329,4.18334611040095
HD 56354,0.0675056419208026
HD 56737,6.224965760547708
HD 56803,12.5531767354476
HD 57262,3.037912988537467
HD 57334,3.875701105235083
HD 57589,2.2184707828271857
HD 57844,4.003142032137901
HD 58015,4.491513906982575
HD 58183,4.0719796490130085
HD 58192,5.0477537595289315
HD 58549,5.896706836021153
HD 58551,4.2987664005411075
HD 58618,1.5689840021892993
HD 58800,4.0098678612815055
HD 58805,6.070390061841278
HD 58943,7.187799363708565
HD 59090,3.279935482768182
HD 59128,2.1000399527086104
HD 59305,3.3781204829207754
HD 59331,0.9311842801541803
HD 59374,0.0037214827951236383
HD 59377,3.466194957856871
HD 59641,4.647191467705359
HD 59750,4.575893298017037
HD 59762,5.643766768879563
HD 59842,4.6628103574572615
HD 59923,9.88222176718694
HD 59980,5.7612804165522
HD 60290,4.742516281827222
HD 60319,3.642008586026573
HD 60353,7.465199190173399
HD 60406,1.9842905897132244
HD 60614,2.378887666859425
HD 60618,9.882264332011783
HD 60674,3.938554304923423
HD 60846,0.0028627059371237264
HD 60912,2.1116691410450614
HD 61295,0.11724991378503298
HD 61430,3.02588498543214
HD 61518,1.5631302875834046
HD 61602,4.447308474989534
HD 61883,3.4343458195420196
HD 61902,3.0029520874288504
HD 61989,2.365555833103939
HD 61997,3.7531069826212944
HD 62094,1.2148671285201516
HD 62279,3.471398190833766
HD 62296,5.440560178800783
HD 62301,1.8345944126149905
HD 62364,2.881079566853339
HD 62728,2.4409897183447953
HD 62816,3.1080695038718384
HD 62854,1.8451837388832095
HD 62946,5.896726832386449
HD 63045,3.198924445092495
HD 63086,4.715015870921031
HD 63123,1.8986923718762556
HD 63333,9.179005164118342
HD 63646,5.9518117699263335
HD 63653,5.494107106356471
HD 63675,1.9035324151119095
HD 63738,13.151503777053831
HD 63748,9.882161862417165
HD 63835,2.3789001718357587
HD 64021,1.9647212746553668
HD 64122,2.1105964218939723
HD 64142,1.7533438993177801
HD 64250,1.1821367263387552
HD 64389,6.173420371552679
HD 64467,3.347049702968082
HD 64913,9.882293119487219
HD 65134,1.737225297608637
HD 65524,5.151050303362127
HD 65664,11.628921025814325
HD 65951,4.164657183116333
HD 66015,3.6521784701115485
HD 66168,5.419127197805422
HD 66242,2.341351538185806
HD 66771,5.489487586371917
HD 66922,4.959960494534136
HD 67009,5.896804973030824
HD 67087,4.817437751500331
HD 67146,0.9914135015617137
HD 67150,4.256429417166727
HD 67200,2.2705819928682236
HD 67346,5.40679885658728
HD 67369,0.0077895779331591634
HD 67481,0.8157382961443762
HD 67517,2.903867891422901
HD 67556,2.4617201124475607
HD 67585,5.367096951035609
HD 67707,3.4343419026208113
HD 67789,4.412912413384669
HD 67816,8.777747229803694
HD 67893,1.345912314443262
HD 67935,11.628909573929866
HD 68284,2.4345911796511888
HD 68287,3.25989384600933
HD 68391,3.6597573044163805
HD 68481,3.3470129393624894
HD 68676,6.36086349356925
HD 69333,1.7167542456720457
HD 69713,3.5264422106475934
HD 69752,1.9971685991129629
HD 69892,3.263986855929508
HD 70038,4.276481501427424
HD 70298,3.1496194154288517
HD 70312,2.9038582874888133
HD 70499,1.0061529780017846
HD 70534,2.100075648254124
HD 70588,5.111080112835222
HD 70626,3.8347327834822305
HD 70843,25.37329927835295
HD 70862,4.427867165756153
HD 70870,0.11123607958510785
HD 70889,13.063709913258995
HD 70896,4.519257533379403
HD 70954,1.9843160121229724
HD 71053,16.446909292721568
HD 71142,8.446729709340548
HD 71222,3.263985553735932
HD 71252,1.1493557132330183
HD 71277,1.0910909273912188
HD 71399,1.6633304406146847
HD 71407,2.256239965303775
HD 71640,7.09950198574374
HD 71713,1.9469219749900304
HD 71755,6.180646037591074
HD 72172,2.1367922963057886
HD 72266,0.12808227369800862
HD 72528,10.003761169633886
HD 72780,4.662850694828625
HD 72854,0.7954940334513593
HD 73121,0.5359534249049765
HD 73145,3.1518786902303497
HD 73217,1.306384259761106
HD 73301,13.211213082064802
HD 73344,8.465321936888419
HD 73400,5.963450362588567
HD 73465,1.411013704845565
HD 73504,2.4724350267937116
HD 73736,1.1892345066140615
HD 73835,11.093156425617536
HD 74011,11.055033301299957
HD 74360,12.88696123070562
HD 74361,3.6646145187130883
HD 74546,2.1240669334377587
HD 74704,2.0001182442412584
