 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
4555|HD 144873  |HD 144873                          |PM*|16 06 40.0035038366 +34 06 10.529066070|     ~   |     ~   |     ~   |8.1      |     ~   |G2.5Vb           |  45|   0
4556|HD 144880  |HD 144880                          |PM*|16 09 11.1246974831 -32 06 01.212847412|     ~   |7.97     |7.45     |     ~   |     ~   |F7V              |  66|   0
4557|HD 144988  |HD 144988                          |PM*|16 10 00.5611069632 -35 38 33.205895340|     ~   |7.74     |7.16     |     ~   |     ~   |G1/2V            |  51|   0
4558|HD 145059  |HD 145059                          |** |16 09 30.0874175400 -17 11 16.917862236|     ~   |8.524    |7.875    |8.62     |     ~   |G2/3V            |  46|   0
4559|HD 145069  |HD 145069                          |PM*|16 07 22.3695675528 +39 09 21.281095296|9.000    |8.940    |8.410    |     ~   |     ~   |G0               |  27|   0
4560|HD 145071  |HD 145071                          |PM*|16 09 08.6041168584 -04 28 02.595800784|     ~   |9.13     |8.60     |     ~   |     ~   |F7V              |  27|   0
4561|HD 145158  |HD 145158                          |PM*|16 11 18.7863879456 -45 20 00.352097988|     ~   |7.111    |6.644    |     ~   |     ~   |F6V              |  37|   0
4562|HD 145173  |HD 145173                          |PM*|16 11 09.5269009056 -40 07 41.135058372|     ~   |8.33     |7.89     |     ~   |     ~   |F5V              |  27|   0
4563|HD 145184  |HD 145184                          |PM*|16 09 12.6062942496 +12 55 56.387241804|     ~   |8.05     |7.69     |     ~   |     ~   |F0               |  31|   0
4564|HD 145228  |HD 145228                          |*  |16 09 27.9651335808 +11 44 52.473716376|     ~   |7.39     |7.04     |     ~   |     ~   |F0V              |  33|   0
4565|HD 145229  |HD 145229                          |PM*|16 09 26.6275032840 +11 34 28.047914868|     ~   |8.03     |7.44     |     ~   |     ~   |G0               |  82|   0
4566|HD 145247  |HD 145247                          |*  |16 09 58.8995259384 -01 36 55.635450192|     ~   |8.91     |8.43     |     ~   |     ~   |F2/3V            |  25|   0
4567|HD 145327  |HD 145327                          |*  |16 22 22.0590090816 -80 44 44.952797292|     ~   |7.46     |7.03     |     ~   |     ~   |F5IV/V           |  24|   0
4568|HD 145344  |HD 145344                          |PM*|16 27 32.3469259368 -83 28 33.478413348|     ~   |8.90     |8.42     |     ~   |     ~   |F5V              |  51|   0
4569|HD 145368  |HD 145368                          |PM*|16 04 00.2878405584 +73 08 54.126127824|     ~   |7.330    |6.845    |     ~   |     ~   |F5               |  38|   0
4570|HD 145377  |HD 145377                          |*  |16 11 36.4464979608 -27 04 41.434095684|     ~   |8.73     |8.10     |     ~   |     ~   |G3V              |  84|   1
4571|HD 145404  |HD 145404                          |PM*|16 09 48.0725105520 +25 59 53.691697608|     ~   |9.08     |8.54     |     ~   |     ~   |G0V              |  34|   0
4572|HD 145417  |HD 145417                          |PM*|16 13 48.5588453721 -57 34 13.843989664|8.663    |8.365    |7.540    |7.054    |6.588    |K3VFe-1.7        | 170|   0
4573|HD 145435  |HD 145435                          |PM*|16 09 17.4893874144 +41 05 42.722282652|7.250    |7.230    |     ~   |6.4      |     ~   |F5               |  63|   0
4574|HD 145436  |HD 145436                          |*  |16 10 42.3867362568 +10 02 16.465046316|     ~   |7.91     |7.53     |     ~   |     ~   |F6V              |  28|   0
4575|HD 145464  |HD 145464                          |PM*|16 11 07.9813436760 -01 06 50.962116420|     ~   |8.95     |8.36     |     ~   |     ~   |G3V              |  27|   0
4576|HD 145514  |HD 145514                          |PM*|16 09 41.1790240529 +40 07 08.634899249|     ~   |     ~   |     ~   |7.9      |     ~   |G0               |  41|   0
4577|HD 145518  |HD 145518                          |PM*|16 12 02.4536629920 -18 13 57.439412148|     ~   |8.02     |7.41     |     ~   |     ~   |G0.5V            |  52|   0
4578|HD 145549  |HD 145549                          |PM*|16 11 08.0099288448 +16 18 31.963593384|     ~   |8.62     |8.17     |     ~   |     ~   |F5               |  25|   0
4579|HD 145627  |HD 145627                          |*  |16 10 57.1789987656 +26 23 54.655592064|     ~   |8.64     |8.15     |     ~   |     ~   |F8               |  23|   0
4580|HD 145666  |HD 145666                          |PM*|16 15 04.1594209552 -56 22 28.351739808|     ~   |8.361    |7.80     |     ~   |     ~   |G2V              |  82|   1
4581|HD 145671  |HD 145671                          |PM*|16 16 22.8309169080 -65 05 07.501954956|     ~   |9.78     |9.01     |     ~   |     ~   |K0V              |  26|   0
4582|HD 145676  |HD 145676                          |PM*|16 11 07.9039852056 +26 53 31.859086308|     ~   |7.95     |7.51     |     ~   |     ~   |F5               |  25|   0
4583|HD 145729  |HD 145729                          |PM*|16 11 23.7307527816 +28 26 18.693190320|     ~   |8.14     |7.58     |     ~   |     ~   |F8               |  35|   0
4584|HD 145809  |HD 145809                          |PM*|16 13 40.3431828480 -21 23 59.859284388|     ~   |7.28     |6.69     |     ~   |     ~   |G2VFe-0.7        | 101|   0
4585|HD 145815  |HD 145815                          |*  |16 15 43.1123699208 -54 02 49.134389208|8.45     |8.43     |7.97     |     ~   |     ~   |F5V              |  19|   0
4586|HD 145825  |HD 145825                          |PM*|16 14 11.9148076848 -31 39 49.154897988|     ~   |7.21     |6.54     |     ~   |     ~   |G3V              | 103|   0
4587|HD 145833  |HD 145833                          |PM*|16 12 33.0341391696 +16 32 21.481604160|     ~   |8.74     |8.23     |     ~   |     ~   |F5               |  23|   0
4588|HD 145853  |HD 145853                          |PM*|16 13 14.6776467192 -01 24 07.486937964|     ~   |8.22     |7.71     |     ~   |     ~   |F7V              |  28|   0
4589|HD 145872  |HD 145872                          |PM*|16 10 57.1553949648 +49 03 49.145914476|     ~   |8.55     |8.07     |     ~   |     ~   |F5               |  27|   0
4590|HD 145927  |HD 145927                          |PM*|16 16 06.4203499992 -52 48 52.367171184|     ~   |8.987    |8.37     |     ~   |     ~   |G3V              |  77|   0
4591|HD 145937  |HD 145937                          |PM*|16 13 53.9283270720 -06 54 31.236684372|     ~   |8.79     |8.27     |     ~   |     ~   |F8V              |  49|   0
4592|HD 146044  |HD 146044                          |PM*|16 10 47.2507913928 +59 40 31.467037980|9.040    |8.810    |8.130    |     ~   |     ~   |G0               |  34|   0
4593|HD 146060  |HD 146060                          |PM*|16 17 11.1591190488 -56 22 22.445139576|     ~   |10.67    |9.76     |     ~   |     ~   |K1(IV)           |  14|   0
4594|HD 146070  |HD 146070                          |PM*|16 15 19.0934107848 -27 12 36.940048488|     ~   |8.15     |7.54     |     ~   |     ~   |G1V              |  57|   0
4595|HD 146079  |HD 146079                          |PM*|16 12 15.1493452368 +46 13 33.707114184|     ~   |     ~   |     ~   |7.5      |     ~   |F8               |  34|   0
4596|HD 146124  |HD 146124                          |*  |16 16 53.0979674280 -49 51 24.304743252|8.96     |8.46     |7.69     |     ~   |     ~   |G8IV-V           |  50|   0
4597|HD 146179  |HD 146179                          |PM*|16 16 28.1447405640 -36 44 53.388228192|     ~   |9.88     |9.20     |     ~   |     ~   |G5               |  27|   0
4598|HD 146213  |HD 146213                          |PM*|16 15 24.8725122528 -11 02 48.991475724|     ~   |8.27     |7.67     |     ~   |     ~   |F6V              |  24|   0
4599|HD 146297  |HD 146297                          |PM*|16 23 13.5785625312 -75 30 51.508049580|     ~   |9.10     |8.43     |     ~   |     ~   |G3IV             |  13|   0
4600|HD 146392  |HD 146392                          |PM*|16 15 54.3117251616 +06 01 51.739695732|     ~   |9.36     |8.73     |     ~   |     ~   |G5               |  14|   0
4601|HD 146418  |HD 146418                          |PM*|16 17 45.3328683528 -37 45 14.058006084|     ~   |8.09     |7.66     |     ~   |     ~   |F3V              |  26|   0
4602|HD 146438  |HD 146438                          |PM*|16 17 21.2574158640 -26 20 33.895482036|     ~   |10.66    |9.93     |     ~   |     ~   |G6/8V            |  24|   0
4603|HD 146464  |HD 146464                          |Ro*|16 19 15.8535160704 -55 30 17.043819372|     ~   |10.30    |9.267    |     ~   |8.235    |K3Ve             |  45|   0
4604|HD 146475  |HD 146475                          |PM*|16 18 23.6139334632 -42 44 32.675355348|     ~   |9.88     |9.07     |     ~   |     ~   |K0V              |  29|   0
4605|HD 146481  |HD 146481                          |PM*|16 19 20.8615591392 -54 30 48.937072788|     ~   |7.73     |7.10     |     ~   |     ~   |G3V(w)           |  55|   0
4606|HD 146588  |HD 146588                          |PM*|16 16 14.5822761864 +19 31 29.176976964|     ~   |     ~   |     ~   |7.5      |     ~   |G0               |  40|   0
4607|HD 146644  |HD 146644                          |PM*|16 17 01.1531094984 +07 09 06.268789728|     ~   |9.00     |8.31     |     ~   |     ~   |G5               |  36|   0
4608|HD 146735  |HD 146735                          |PM*|16 14 44.6947967184 +57 01 34.713619716|     ~   |8.98     |8.38     |     ~   |     ~   |G0               |  23|   0
4609|HD 146775  |HD 146775                          |PM*|16 19 08.4330931584 -28 17 37.987906020|     ~   |8.30     |7.69     |     ~   |     ~   |G5V              |  73|   0
4610|HD 146800  |HD 146800                          |PM*|16 20 17.9729239968 -48 13 32.887653168|     ~   |9.87     |8.89     |     ~   |     ~   |K2.5V            |  67|   0
4611|HD 146817  |HD 146817                          |PM*|16 19 59.5924730184 -40 49 05.658380040|     ~   |8.39     |7.71     |     ~   |     ~   |G3/5V            |  46|   0
4612|HD 146851  |HD 146851                          |PM*|16 19 22.5365214720 -25 45 38.621276676|     ~   |8.90     |8.16     |     ~   |     ~   |G8V              |  40|   0
4613|HD 146864  |HD 146864                          |PM*|16 21 38.6303147640 -58 11 37.698769284|     ~   |10.68    |9.89     |     ~   |     ~   |K1               |  14|   0
4614|HD 146870  |HD 146870                          |PM*|16 15 47.2810501848 +53 14 12.017960304|7.340    |7.330    |6.950    |     ~   |     ~   |F0               |  27|   0
4615|HD 146884  |HD 146884                          |PM*|16 20 32.4912271776 -45 48 35.130365352|     ~   |9.30     |8.61     |     ~   |     ~   |G7V              |  28|   0
4616|HD 146946  |HD 146946                          |** |16 17 45.9643316327 +31 48 15.780204455|7.490    |7.440    |     ~   |6.5      |     ~   |F9V              |  66|   0
4617|HD 146990  |HD 146990                          |*  |16 15 54.5473205832 +58 28 44.458427892|     ~   |8.50     |8.01     |     ~   |     ~   |F5               |  23|   0
4618|HD 146991  |HD 146991                          |*  |16 18 22.1241914136 +21 02 53.175413796|     ~   |8.66     |8.21     |     ~   |     ~   |F5               |  22|   0
4619|HD 146997  |HD 146997                          |PM*|16 20 04.5892364016 -24 21 57.570765624|     ~   |9.00     |8.34     |     ~   |     ~   |G2V              |  22|   0
4620|HD 147044  |HD 147044                          |PM*|16 18 05.8770204024 +34 28 57.946373328|     ~   |8.12     |7.49     |     ~   |     ~   |G0V              |  56|   0
4621|HD 147058  |HD 147058                          |*  |16 19 10.8878944704 +12 33 23.569859484|     ~   |9.03     |8.58     |     ~   |     ~   |G5               |  20|   0
4622|HD 147062  |HD 147062                          |*  |16 19 25.9067859000 +05 32 17.219733972|     ~   |8.21     |7.57     |     ~   |     ~   |G0               |  35|   0
4623|HD 147195  |HD 147195                          |PM*|16 21 08.2320118032 -19 56 42.096455808|     ~   |9.45     |8.74     |     ~   |     ~   |G6V              |  52|   0
4624|HD 147231  |HD 147231                          |PM*|16 14 50.2493052600 +70 55 46.799173416|     ~   |8.53     |     ~   |7.4      |     ~   |G5V              |  75|   0
4625|HD 147291  |HD 147291                          |PM*|16 17 31.4871664944 +61 22 06.788344512|     ~   |8.61     |8.18     |     ~   |     ~   |F2               |  25|   0
4626|HD 147385  |HD 147385                          |*  |16 22 51.7335912936 -30 45 45.912115296|     ~   |9.31     |8.76     |     ~   |     ~   |F7V              |  23|   0
4627|HD 147387  |HD 147387                          |PM*|16 23 11.3714707104 -34 55 29.821118376|     ~   |7.51     |7.17     |     ~   |     ~   |F2V              |  27|   0
4628|HD 147436  |HD 147436                          |PM*|16 24 13.5801061200 -47 35 15.188743896|     ~   |9.97     |9.23     |     ~   |     ~   |G8V              |  27|   0
4629|HD 147472  |HD 147472                          |PM*|16 22 34.7181390600 -11 19 25.287519144|     ~   |8.41     |7.91     |     ~   |     ~   |F6V              |  16|   0
4630|HD 147513  |HD 147513                          |PM*|16 24 01.2911377368 -39 11 34.729913940|6.17     |6.02     |5.376    |     ~   |     ~   |G5V              | 366|   1
4631|HD 147518  |HD 147518                          |PM*|16 24 56.3594373888 -51 25 44.232939264|     ~   |10.00    |9.38     |     ~   |     ~   |G3/5V(w)         |  56|   0
4632|HD 147528  |HD 147528                          |PM*|16 22 07.0666901160 +12 12 52.408636596|     ~   |8.72     |8.19     |     ~   |     ~   |G0               |  35|   0
4633|HD 147572  |HD 147572                          |PM*|16 20 16.5590772240 +49 03 07.090545060|     ~   |8.66     |8.16     |     ~   |     ~   |G0               |  22|   0
4634|HD 147642  |HD 147642                          |PM*|16 23 07.5845830296 -00 15 48.688209000|     ~   |8.70     |8.16     |     ~   |     ~   |F7/8V            |  33|   0
4635|HD 147644  |HD 147644                          |PM*|16 23 09.4455462456 -00 42 29.012549940|     ~   |8.76     |8.19     |     ~   |     ~   |F8V              |  43|   0
4636|HD 147652  |HD 147652                          |PM*|16 24 31.9747536264 -35 10 30.920428776|     ~   |8.00     |7.53     |     ~   |     ~   |F3/5V            |  33|   0
4637|HD 147685  |HD 147685                          |PM*|16 24 54.3064057560 -38 26 56.191588188|     ~   |8.90     |8.53     |     ~   |     ~   |F2V              |  25|   0
4638|HD 147717  |HD 147717                          |PM*|16 22 52.9391488896 +17 24 11.763908820|     ~   |8.89     |8.37     |     ~   |     ~   |F8               |  22|   0
4639|HD 147742  |HD 147742                          |*  |16 24 25.1036870592 -22 39 17.534566908|     ~   |8.49     |8.00     |     ~   |     ~   |F6V              |  31|   0
